10
2098 4039
434 1927 34659024
1927 523 857702165
523 1267 937427416
1267 1153 870815099
1153 464 482479897
464 858 805907192
858 1823 108325242
1823 415 471882551
415 1411 157094315
1411 734 222469579
734 52 159969865
52 872 835987984
872 1844 741373997
1844 1008 379927998
1008 1286 652011817
1286 312 276794668
312 788 87067678
788 827 18281365
827 174 393513223
174 510 219226866
510 409 211813841
409 185 619178015
185 1909 995965487
1909 2062 296891739
2062 806 264115123
806 1137 656950672
1137 1631 139469602
1631 1281 535574457
1281 1799 535370690
1799 129 598858448
129 289 772343223
289 2083 570029715
2083 1181 309076966
1181 123 562286993
123 453 293361167
453 20 791556863
20 771 220710538
771 176 254202764
176 1860 115955768
1860 1707 377804853
1707 1577 476672343
1577 1588 275925633
1588 1169 66309190
1169 1742 218046339
1742 1947 655853631
1947 2066 718321007
2066 1819 347357361
1819 86 742921309
86 1832 589118726
1832 296 740870584
296 1629 962148176
1629 866 800932567
866 177 360048599
177 529 810630016
529 1828 97824305
1828 383 476680076
383 1398 320097041
1398 835 89810262
835 2055 12254533
2055 1357 855467731
1357 1025 541185064
1025 1104 637114110
1104 560 278013799
560 339 702778384
339 1723 199401102
1723 1436 571374967
1436 304 346851600
304 1994 420111640
1994 1112 825577731
1112 1327 462807368
1327 446 650432847
446 761 154766427
761 880 738733001
880 2097 716742037
2097 569 372812766
569 1938 394586632
1938 1867 287579398
1867 1205 720170127
1205 1617 990024295
1617 1145 876698124
1145 1665 313557064
1665 749 804688824
749 1680 530147045
1680 1618 673605663
1618 1757 467835193
1757 172 480487704
172 662 2802093
662 314 787932234
314 101 422814320
101 149 15056626
149 804 495916319
804 803 816515738
803 136 652170736
136 1749 626446472
1749 1280 519294121
1280 1105 704088193
1105 1148 50337792
1148 1273 866145722
1273 870 124199832
870 1020 875915523
1020 1069 181469443
1069 1943 627149034
1943 474 30681949
474 1125 920202445
1125 1876 196407424
1876 1396 256011069
1396 781 167305430
781 335 483986822
335 1791 828697550
1791 366 157329724
366 1283 213201300
1283 1189 142254614
1189 1785 962018549
1785 362 595864699
362 1597 668376631
1597 235 282370095
235 907 76352402
907 1295 671178724
1295 18 70302329
18 473 351683077
473 461 686235350
461 167 418735002
167 507 20715168
507 438 190922440
438 1140 45181473
1140 1315 540009290
1315 299 895010633
299 933 95519266
933 1058 258671365
1058 146 871726819
146 1027 823951143
1027 1418 440140808
1418 408 351392206
408 642 707149447
642 766 212859606
766 1410 547799631
1410 504 815676870
504 246 380165036
246 557 31786452
557 1916 644374420
1916 2014 537494761
2014 1247 97504106
1247 108 639145388
108 456 352029663
456 273 693368805
273 10 307522018
10 51 634399758
51 1709 622237562
1709 1814 978700743
1814 954 557218441
954 2072 826436993
2072 160 517452446
160 1681 828469797
1681 1536 847152161
1536 1575 560891240
1575 459 726167625
459 1234 239677804
1234 1011 308418226
1011 1883 674203245
1883 437 498349169
437 1335 32661399
1335 166 350670741
166 1349 791006332
1349 919 384053605
919 416 57820187
416 1375 3865937
1375 793 931853236
793 116 726013412
116 892 384030974
892 1504 816156043
1504 1897 222904185
1897 1692 774042089
1692 57 913660149
57 311 862049573
311 486 126071751
486 1929 459545308
1929 1344 22087944
1344 1995 612987863
1995 1712 934299224
1712 1289 788686
1289 578 22722658
578 1855 760736216
1855 1256 370757487
1256 13 851192455
13 14 460404730
14 1893 931648727
1893 237 429876433
237 1423 700082535
1423 1467 92583307
1467 263 104079677
263 303 50948057
303 2039 125244706
2039 725 454750419
725 1998 841954389
1998 741 509298311
741 131 365086960
131 87 845820327
87 826 441151547
826 1284 91100371
1284 671 82367654
671 1486 109823943
1486 1538 166520910
1538 271 856409743
271 553 23484091
553 2025 28570482
2025 2051 834997848
2051 393 335545753
393 506 50658427
506 1053 300502064
1053 259 122361330
259 1608 903963468
1608 1567 175741076
1567 1762 883097546
1762 1054 127237308
1054 1790 26933531
1790 214 196018630
214 426 58886035
426 1792 309326318
1792 27 896101165
27 1907 3985696
1907 398 413405996
398 1045 947049222
1045 1793 129230402
1793 151 720672769
151 1168 789003611
1168 1353 638528713
1353 201 85759728
201 714 487340291
714 265 79680259
265 834 29376454
834 145 422224299
145 722 42020556
722 1922 48413718
1922 1733 131150395
1733 1731 65504648
1731 1648 76984201
1648 2006 966148243
2006 862 253566755
862 1861 127642628
1861 7 119166660
7 1322 375928086
1322 1578 884122450
1578 1706 294907737
1706 1309 111541985
1309 405 11359758
405 1888 174357622
1888 1678 307560615
1678 1262 922762148
1262 970 483683940
970 912 56178133
912 1726 926747844
1726 1858 749606290
1858 549 3227355
549 737 55978245
737 1654 470279058
1654 599 644747320
599 1420 694506958
1420 830 408555141
830 396 132087610
396 825 626703572
825 1005 290447949
1005 2033 406828263
2033 1221 668724128
1221 1649 338861667
1649 378 537978658
378 698 586745130
698 998 268362222
998 790 356643254
790 805 692828240
805 1370 248521204
1370 561 475809914
561 11 68756325
11 1508 132643654
1508 126 623234005
126 150 32814664
150 585 144003412
585 495 797591627
495 1986 192891634
1986 1441 919281914
1441 591 133791921
591 1208 249069767
1208 1429 846029757
1429 1710 883398211
1710 1741 252297122
1741 1024 754524356
1024 1613 206193623
1613 782 897044442
782 660 301547667
660 1479 467265118
1479 1928 881648406
1928 679 928251239
679 944 757713067
944 1796 140993022
1796 683 449491721
683 1266 949091088
1266 589 678971680
589 1477 888753205
1477 1962 217453310
1962 112 35614933
112 1954 581581444
1954 359 465974514
359 936 363941202
936 1116 502854123
1116 1038 451134522
1038 435 987175207
435 1624 388185142
1624 1906 447654288
1906 861 637283188
861 284 581076776
284 26 366936201
26 1397 771075109
1397 1675 830146543
1675 1939 65482311
1939 1021 506989673
1021 1123 82443665
1123 491 820006667
491 705 565699650
705 1783 832004461
1783 1330 121554334
1330 1041 32964767
1041 1502 566169221
1502 736 902321927
736 1132 643194188
1132 926 707162243
926 1348 204330001
1348 1198 592285276
1198 860 238650277
860 968 93083206
968 1297 662254940
1297 364 274265210
364 1215 527181004
1215 1292 128229453
1292 727 638206412
727 1212 882551482
1212 1621 431880330
1621 1716 477897973
1716 1510 270736623
1510 1784 879534618
1784 822 115181160
822 1465 851813399
1465 634 98987173
634 1367 738772623
1367 1087 534476295
1087 1040 164469484
1040 1428 98278649
1428 1046 469436314
1046 1989 836992506
1989 1115 663978300
1115 2081 153957129
2081 1904 811063194
1904 380 696943067
380 675 720126350
675 590 565901474
590 2082 192653609
2082 1644 279804946
1644 342 770231476
342 1075 784938885
1075 799 518455223
799 98 715831036
98 425 299710178
425 833 645236788
833 344 95528393
344 1306 280455985
1306 389 135959553
389 619 978079875
619 1981 712336315
1981 1218 613857526
1218 1176 101332851
1176 1609 591870933
1609 672 729038686
672 1217 805662604
1217 2027 690858106
2027 2000 320327662
2000 439 340138899
439 392 707843944
392 1866 418606312
1866 142 809575213
142 497 544836449
497 873 82584611
873 157 963532342
157 2019 208415996
2019 1009 632044032
1009 909 536175045
909 716 774317471
716 575 824697641
575 1934 668496346
1934 1965 397065300
1965 1190 462152879
1190 1454 39467922
1454 1583 112896335
1583 1490 761863057
1490 287 684704710
287 255 60941082
255 1555 42319042
1555 572 820664264
572 1101 891537312
1101 487 754655357
487 336 434521789
336 963 992870163
963 161 199042643
161 969 16076829
969 1531 651049121
1531 524 742417103
524 46 336404491
46 839 991188020
839 1238 450261047
1238 1787 755010803
1787 618 653279586
618 73 847613850
73 1026 690111768
1026 2065 469328282
2065 1481 56029846
1481 2069 322155800
2069 1407 858019681
1407 1805 830347317
1805 1162 146853440
1162 1453 526516026
1453 236 79928970
236 808 461522674
808 68 565983949
68 1688 45341659
1688 441 223385730
441 997 103205012
997 952 106282741
952 1059 118221126
1059 964 923869276
964 94 997820053
94 276 872876484
276 58 210907419
58 193 843206570
193 1184 924435481
1184 950 226984248
950 812 346772044
812 1386 666852584
1386 2091 415905093
2091 1052 190476417
1052 207 969629985
207 1892 23432250
1892 1940 843756003
1940 281 817243834
281 752 713544018
752 1834 165600638
1834 1704 725790034
1704 1197 35699817
1197 859 23620319
859 1833 408653704
1833 1984 35069612
1984 922 402652699
922 778 488582674
778 709 349108640
709 1287 821153002
1287 563 533924333
563 247 572494370
247 1996 924358015
1996 1769 640207075
1769 1302 690715497
1302 1086 848227290
1086 665 490543481
665 39 416108334
39 219 59134708
219 733 186266404
733 228 193060168
228 704 138635310
704 655 533038448
655 444 859912752
444 1859 554540404
1859 935 723514865
935 59 682059090
59 253 577972654
253 1210 419787222
1210 1143 351819278
1143 730 144033025
730 12 437904214
12 531 77609311
531 654 32249197
654 609 314040887
609 1135 486263016
1135 31 67318809
31 1798 716693587
1798 106 974845690
106 1506 268943803
1506 105 390362942
105 328 361286377
328 943 841438173
943 836 314720956
836 1771 1493451
1771 1528 384670023
1528 939 15464600
939 2007 344553286
2007 1919 653294711
1919 2043 927115663
2043 25 383336045
25 1230 846354880
1230 757 65750973
757 1763 916374493
1763 1275 558783985
1275 1958 472807731
1958 1857 492405712
1857 1373 240843075
1373 1321 903296739
1321 605 764709288
605 180 592662353
180 1915 47329763
1915 1600 202613501
1600 1457 522788018
1457 1873 79578960
1873 1224 516654389
1224 262 9051033
262 1049 999414124
1049 1039 85864329
1039 583 836413078
583 518 268357926
518 965 476227271
965 301 50215808
301 625 962312454
625 256 643464582
256 111 51709259
111 1434 199498830
1434 1926 658929182
1926 906 248778899
906 2053 852793542
2053 1403 438561198
1403 1339 632114944
1339 1118 699148421
1118 1333 356828525
1333 1645 401005791
1645 1261 110448759
1261 643 829636256
643 868 745927857
868 1121 351291834
1121 1378 585449348
1378 831 510637144
831 2073 796470541
2073 613 632779112
613 2045 565766999
2045 1478 319258559
1478 93 564874426
93 586 82421387
586 1598 180825946
1598 878 564288550
878 1419 20802070
1419 162 869755378
162 302 685162830
302 651 349545696
651 1967 919971186
1967 629 647475283
629 890 993010278
890 898 824196799
898 1263 846974114
1263 195 504455813
195 2024 72975698
2024 1390 552284009
1390 1338 943017011
1338 547 557606996
547 1050 103948783
1050 841 299845536
841 735 811129141
735 1459 214397542
1459 1885 981998146
1885 2095 557056997
2095 633 565689377
633 1568 567447494
1568 1852 920210495
1852 1056 214676271
1056 152 52742959
152 630 485977494
630 1553 533934830
1553 266 617617385
266 1971 420915235
1971 601 567277131
601 403 34422288
403 568 294233660
568 1515 437032508
1515 155 719585119
155 1495 643779356
1495 1960 209520048
1960 1171 219576755
1171 65 636789633
65 1696 33716846
1696 1708 919067223
1708 1945 141245445
1945 1740 959208899
1740 1057 471351231
1057 1461 936778810
1461 1890 369332249
1890 1350 575300014
1350 1933 89140699
1933 95 180461389
95 1413 789697557
1413 820 71138845
820 1416 590034741
1416 337 207903287
337 5 491102693
5 1448 510245235
1448 1985 422579558
1985 867 543845652
867 844 848739083
844 1084 809030743
1084 1337 13979390
1337 1691 122170672
1691 772 376307873
772 1728 48401679
1728 427 416404332
427 1827 665856735
1827 1690 620503152
1690 1900 60183687
1900 388 875376783
388 1746 692596261
1746 1167 549489674
1167 78 909093630
78 1312 611663484
1312 1458 543251473
1458 423 720818882
423 1278 935531069
1278 1671 480030282
1671 1974 90151130
1974 607 363347437
607 628 569170982
628 1491 123128874
1491 744 5561347
744 1204 492826181
1204 386 713163615
386 930 213464634
930 659 983928874
659 1013 75925203
1013 1216 488560546
1216 1951 380290879
1951 661 924664287
661 250 297591288
250 430 394270269
430 1090 46834958
1090 1100 526415515
1100 1626 295188302
1626 728 463239290
728 1435 192272250
1435 624 768207808
624 140 375939331
140 402 67649032
402 322 460804069
322 1155 925429005
1155 1773 829259016
1773 324 924983907
324 1750 468680477
1750 1507 402594252
1507 814 860514975
814 759 801227113
759 92 492745382
92 1133 76378765
1133 1522 222914448
1522 340 615874256
340 1736 81940112
1736 823 715740629
823 1134 181554224
1134 551 295404746
551 1902 699669502
1902 293 257479428
293 1443 783965293
1443 1700 79960380
1700 1842 182143714
1842 713 934072935
713 243 326747004
243 173 81495026
173 849 460488450
849 1537 474451660
1537 1427 544734316
1427 544 505277054
544 2015 242659468
2015 286 920673647
286 1925 425442440
1925 1533 555979891
1533 993 698619005
993 2047 107217810
2047 1930 480963797
1930 923 19815835
923 1558 509812062
1558 379 193995125
379 187 821042948
187 731 2557443
731 763 270373891
763 1450 43957396
1450 1061 470948054
1061 1556 352314003
1556 502 759698025
502 1484 652502278
1484 800 500235104
800 481 311883881
481 373 909981706
373 1324 136716750
1324 1978 244360615
1978 1993 944641774
1993 1293 70789684
1293 984 423623973
984 1968 26136799
1968 854 383794488
854 680 898075634
680 67 423387469
67 1255 889071542
1255 186 140735101
186 813 196577469
813 1935 314513982
1935 1846 549231346
1846 639 895196474
639 292 421731792
292 1743 30195142
1743 1824 915012309
1824 874 931543854
874 1414 76706621
1414 501 736055257
501 1480 786617651
1480 347 199596866
347 666 632529007
666 1607 110082058
1607 1150 551910870
1150 433 244743385
433 564 615100691
564 341 52145973
341 401 556627266
401 1274 377598750
1274 1108 41379077
1108 1658 653504236
1658 1674 322240524
1674 40 112168761
40 995 77128208
995 1452 200893677
1452 188 495963250
188 696 975203842
696 1066 624281147
1066 535 237551145
535 9 968455297
9 1596 820858616
1596 1745 552065127
1745 217 370202996
217 1717 716055090
1717 581 826313273
581 990 252914492
990 1676 483583752
1676 1368 610373480
1368 1033 329621114
1033 391 72155362
391 1719 249507485
1719 1065 529217980
1065 925 704684369
925 1446 359589543
1446 1356 933645204
1356 156 949427755
156 1253 974690234
1253 1279 838307531
1279 948 358571374
948 1331 204805338
1331 1268 879686608
1268 2005 12075609
2005 1610 527045862
1610 924 991855370
924 138 89203818
138 1010 727939539
1010 674 340334973
674 1250 916924014
1250 158 204737039
158 63 577886118
63 1313 737895665
1313 241 25595655
241 1004 982467600
1004 320 108098660
320 525 594167099
525 594 808780872
594 1703 213529507
1703 1404 77750850
1404 2085 271670706
2085 88 543150621
88 1099 149906213
1099 1249 521178191
1249 932 924884955
932 38 854590582
38 1487 880767734
1487 2092 858530159
2092 2023 656534690
2023 390 707974322
390 644 549354043
644 313 15106064
313 1183 912779660
1183 323 429040651
323 913 27181673
913 125 292341875
125 244 273412374
244 1849 968901846
1849 1341 872797768
1341 231 466263701
231 6 738342214
6 1957 77534807
1957 2070 44149818
2070 1563 328754232
1563 1270 103130462
1270 940 879133772
940 765 289369246
765 1944 549813915
1944 496 540430998
496 550 502898753
550 1511 627564765
1511 1387 812101704
1387 791 898565728
791 1431 629987332
1431 1499 333279894
1499 908 823450683
908 169 337094268
169 2026 66563981
2026 122 534497195
122 664 993628958
664 1006 627054657
1006 1988 83851237
1988 703 8735021
703 1064 392350670
1064 1729 365408242
1729 457 888433050
457 354 684692545
354 721 491336970
721 1164 709851249
1164 1240 410006667
1240 896 957600671
896 1976 300709816
1976 1070 487541474
1070 1036 854266844
1036 692 481980402
692 400 443188290
400 1120 733400615
1120 76 771349649
76 239 993002205
239 1007 126347966
1007 663 126764755
663 2090 473083323
2090 1203 938449670
1203 1774 25330483
1774 729 103070655
729 1360 124245917
1360 1956 701297520
1956 975 292681277
975 562 190809899
562 1194 88311068
1194 216 286310234
216 1840 817864556
1840 168 24678659
168 1107 147561610
1107 2038 62731580
2038 640 242603256
640 269 888511014
269 1946 747424125
1946 745 733940226
745 455 450878616
455 81 9947145
81 850 691540897
850 258 751588433
258 300 497488619
300 514 398324094
514 855 86085188
855 1376 793193263
1376 332 131724708
332 508 857434837
508 2057 638711821
2057 1918 110589029
1918 215 836715947
215 1229 111795144
1229 2075 49038698
2075 1560 714562784
1560 422 67382153
422 1319 173284616
1319 183 268376657
183 593 212579784
593 1023 216610869
1023 1697 356687725
1697 1236 498890018
1236 520 34475424
520 1166 233882738
1166 141 498967982
141 895 97207004
895 1299 476485994
1299 540 387478995
540 71 697147484
71 1535 210426220
1535 1668 838357612
1668 1294 707094629
1294 1362 754483471
1362 1768 442462398
1768 1911 57099602
1911 1469 152807564
1469 1102 528547586
1102 1317 850292865
1317 1755 137048626
1755 1804 238498777
1804 1173 341521040
1173 1642 247637655
1642 179 75214723
179 1482 305832538
1482 687 149192708
687 1034 642293861
1034 29 225731045
29 1677 322477324
1677 1272 910670518
1272 1730 438310829
1730 490 539088193
490 2049 119874596
2049 1158 937200847
1158 1817 426079971
1817 429 353757334
429 949 288685183
949 966 375803330
966 133 830243329
133 410 676164178
410 2076 925467168
2076 1296 40669548
1296 1488 367038143
1488 967 485078150
967 369 647669373
369 537 662016895
537 164 542177752
164 1473 800476937
1473 75 43080835
75 331 244986971
331 357 790041917
357 2071 281579612
2071 1628 586508011
1628 616 37679572
616 1619 209310689
1619 652 892340549
652 641 39388634
641 938 851604550
938 1874 118071593
1874 467 361865958
467 1863 614791421
1863 694 408898776
694 484 753470505
484 252 734666017
252 1549 198615976
1549 288 32066829
288 2020 88423350
2020 399 487301159
399 327 407870159
327 942 918666679
942 1782 15981691
1782 1421 185853680
1421 234 811852581
234 325 383019834
325 622 670931831
622 973 312038307
973 887 45036729
887 1788 65625936
1788 797 112515243
797 1739 88117564
1739 1513 310612907
1513 192 755073515
192 385 222213530
385 711 749637272
711 894 645269441
894 840 284040573
840 249 494494174
249 787 684658075
787 530 135645122
530 2041 465082121
2041 864 46524032
864 1807 602952897
1807 128 873980897
128 1474 652510891
1474 1820 337618913
1820 132 72596873
132 612 684577720
612 1035 278558617
1035 1227 559898032
1227 931 92447879
931 2010 49741650
2010 83 575879723
83 478 130817913
478 22 861594231
22 1534 811415912
1534 326 801749744
326 1122 26148892
1122 1529 708968995
1529 1714 867375681
1714 206 138664135
206 650 649602913
650 381 30504941
381 56 746254004
56 1128 871816443
1128 1385 780142214
1385 280 391523444
280 465 8373369
465 1301 274636387
1301 1160 76181518
1160 53 144018491
53 1812 739718509
1812 777 975221905
777 1257 599487742
1257 1311 466215759
1311 1466 480249149
1466 905 937106655
905 615 538812632
615 2068 164826869
2068 363 68181625
363 986 951227019
986 100 109791102
100 1114 117923275
1114 1627 379623095
1627 80 240609015
80 1625 979517507
1625 602 191039006
602 1159 42358759
1159 1580 5666398
1580 2088 900008001
2088 1342 762250794
1342 658 996846888
658 1530 402127267
1530 574 792755735
574 576 595617246
576 1952 126460063
1952 1632 572897948
1632 1260 987140690
1260 306 134833432
306 60 700050690
60 36 915838563
36 103 131368277
103 742 292285552
742 2054 743576821
