10
9726 9725
1966 1104 613967453
1104 4106 627818889
4106 2678 145315078
2678 7384 947336919
7384 3789 689259333
3789 2435 937804291
2435 8030 977281135
8030 2792 107746111
2792 7819 738695412
7819 2806 432289653
2806 6038 80732706
6038 785 523497998
785 4112 620938827
4112 4384 563676361
4384 4823 47403885
4823 6204 766471047
6204 475 927228145
475 1867 956972411
1867 728 150778696
728 717 140101992
717 937 10869132
937 760 205050227
760 5534 53863066
5534 1200 944351209
1200 1938 861175588
1938 6112 57971527
6112 6664 600922713
6664 1125 174997368
1125 2028 968838769
2028 389 564458580
389 8843 793797666
8843 3042 435322575
3042 975 44793822
975 5388 791629098
5388 8750 235175847
8750 5907 734053156
5907 7317 581949743
7317 1829 212456981
1829 8486 841799267
8486 6320 173161508
6320 5493 644746635
5493 4219 922531973
4219 1350 549175860
1350 9603 118201815
9603 2930 338724688
2930 2460 596579745
2460 2636 884672862
2636 4422 118469186
4422 4186 406068509
4186 7936 35451557
7936 9528 111087532
9528 5581 416937642
5581 5656 93018138
5656 1807 17466952
1807 2329 361288850
2329 1781 954193726
1781 4738 75438480
4738 8364 814727917
8364 8340 129191093
8340 3920 896793603
3920 5394 379186496
5394 5105 775505113
5105 6873 184632531
6873 224 423980319
224 3502 419650565
3502 9525 419808378
9525 8725 10549828
8725 1964 854116662
1964 6136 484781713
6136 8708 852349095
8708 2697 27278169
2697 2465 129528347
2465 9552 627397421
9552 1704 428970383
1704 4649 100246516
4649 2929 818638463
2929 6985 25550127
6985 6902 984919379
6902 4236 937107649
4236 3649 431618636
3649 9682 20370935
9682 6669 900711535
6669 7991 848556278
7991 299 113389074
299 5375 918178488
5375 2005 62361481
2005 4118 920099154
4118 2705 846133322
2705 5803 877089398
5803 4101 901806602
4101 4353 595443278
4353 3641 108792248
3641 2835 529828068
2835 9023 632592163
9023 492 385288921
492 8502 801994987
8502 256 52400540
256 4193 395838749
4193 5773 656111648
5773 6069 389698607
6069 4627 100704197
4627 4157 535906171
4157 1442 371743309
1442 1093 728101618
1093 4144 964876554
4144 6849 471989825
6849 8233 399256435
8233 4447 842943035
4447 7202 456909203
7202 2537 188880437
2537 2437 127078025
2437 4709 329796493
4709 8742 89591972
8742 5150 975634303
5150 414 295701921
414 2507 860286814
2507 8912 890512139
8912 7997 68317428
7997 2955 558936489
2955 5454 620117890
5454 23 822640384
23 6895 6896120
6895 7421 728910138
7421 4302 204984806
4302 5894 639488283
5894 6324 114199058
6324 9409 6979792
9409 8322 544405177
8322 3570 362554161
3570 3429 515607795
3429 7293 934103784
7293 2971 463258358
2971 4822 51513965
4822 3191 305847092
3191 3993 43876330
3993 6993 868906874
6993 3708 777836918
3708 4064 443132765
4064 626 564366262
626 1134 87262474
1134 217 632013202
217 1253 691444287
1253 3958 269575321
3958 9547 721605174
9547 1270 519594944
1270 7370 565277242
7370 8893 434408341
8893 5898 410107082
5898 9623 486111025
9623 3894 993344830
3894 7872 30224971
7872 7069 308751408
7069 1058 240949
1058 5030 611651464
5030 8928 513736214
8928 2293 639729232
2293 2105 578366876
2105 2954 373232361
2954 5545 36650762
5545 6960 940921038
6960 8236 888840156
8236 9185 970754547
9185 2783 256695749
2783 4910 792870475
4910 9595 129117992
9595 7950 300572079
7950 6961 514293702
6961 6627 906954910
6627 5307 743704844
5307 5450 78659964
5450 9613 846733739
9613 1203 375718046
1203 3370 770104251
3370 6296 116309059
6296 3593 949839574
3593 1748 142215548
1748 2052 534102656
2052 4361 384247915
4361 6651 552322630
6651 1891 20213680
1891 3786 230109098
3786 9607 435063956
9607 7596 181481442
7596 81 230350048
81 7040 899231774
7040 9383 695217657
9383 7619 722595634
7619 9521 330115003
9521 9317 68450017
9317 5370 759246397
5370 4450 123552394
4450 7770 809806527
7770 5418 730000943
5418 3536 380248144
3536 9452 602677001
9452 7277 859118935
7277 4612 680820223
4612 3803 116970703
3803 327 618590199
327 479 424525067
479 2909 48147021
2909 8357 317840291
8357 1098 652759467
1098 9441 670767626
9441 3277 434149350
3277 6206 602599040
6206 8562 812983175
8562 5140 968252006
5140 3442 839363309
3442 7842 217822158
7842 928 840982040
928 5950 69472407
5950 2086 652886114
2086 2818 22463482
2818 756 152338809
756 7613 404634241
7613 2286 570197493
2286 2195 874934443
2195 4874 734749245
4874 6594 491163864
6594 3749 634180839
3749 862 858301639
862 4849 300970390
4849 3728 216698135
3728 1372 238549782
1372 5673 756163745
5673 5017 928333425
5017 3927 919370006
3927 3948 725650802
3948 4340 399439977
4340 7869 196411426
7869 3514 773797823
3514 5240 717280268
5240 3338 849170893
3338 1013 297081803
1013 162 3945971
162 7687 304286286
7687 1230 110064977
1230 3354 972197978
3354 1739 143649595
1739 5305 327887135
5305 9351 665696371
9351 5725 65638356
5725 4423 833289604
4423 8398 688159853
8398 7156 217977165
7156 5381 237923844
5381 3790 110873699
3790 8452 92911607
8452 3900 972673089
3900 8241 602037563
8241 8644 579608801
8644 6753 683491082
6753 2784 903007953
2784 4744 648823290
4744 2893 922040864
2893 9388 511688052
9388 2831 577156714
2831 2082 693927223
2082 2679 237338853
2679 2494 976596691
2494 3990 742855003
3990 8240 863653031
8240 7494 546393312
7494 2924 444542249
2924 4785 160734833
4785 512 550339284
512 5873 748828536
5873 5533 123316164
5533 6374 375053615
6374 2248 744994485
2248 6924 451203299
6924 1701 40749985
1701 6060 663149195
6060 7753 137009256
7753 2836 581426193
2836 464 881126360
464 3560 374933101
3560 5144 692299892
5144 9363 826554321
9363 4345 200122543
4345 2154 294337455
2154 9394 258679475
9394 7411 883613625
7411 6688 49861761
6688 1799 907502766
1799 5502 658170843
5502 9039 561549813
9039 5300 337175833
5300 2622 204614419
2622 6779 651405021
6779 7230 166288878
7230 8824 947469423
8824 4915 515058051
4915 4757 712682190
4757 535 244528025
535 3876 528309238
3876 2575 115537827
2575 7262 993356561
7262 207 651625402
207 988 490591442
988 7554 590867399
7554 882 102828700
882 6983 531341428
6983 3274 106532947
3274 9472 92354311
9472 2246 112767620
2246 3568 987659307
3568 2842 467287412
2842 936 657583866
936 1863 666729982
1863 4945 519926309
4945 7823 951921321
7823 1769 777925811
1769 6847 256056288
6847 2126 854299437
2126 5922 537944930
5922 2218 914227131
2218 9116 268365603
9116 9142 875120764
9142 7795 971357904
7795 7509 919770624
7509 3683 893925996
3683 5947 771343680
5947 4962 287345028
4962 2306 459124539
2306 5897 15871705
5897 879 815654266
879 6452 574662367
6452 4476 861744620
4476 8736 467279667
8736 8866 65253808
8866 3581 305128373
3581 2084 422624722
2084 6036 449111590
6036 7929 411661320
7929 7426 514979033
7426 2957 414395564
2957 6192 251836981
6192 2326 834782799
2326 9334 71979430
9334 599 918566963
599 4890 354709107
4890 7670 876417105
7670 8026 549009127
8026 5058 610765395
5058 7440 730716541
7440 5940 86954057
5940 4950 377508879
4950 5751 999082145
5751 2397 814591175
2397 5172 201383137
5172 9105 771369122
9105 2290 708517170
2290 5896 972726817
5896 9502 58714150
9502 8800 20158062
8800 4993 988598522
4993 4009 874368416
4009 6326 594820429
6326 7289 702859496
7289 7439 194164437
7439 4211 660074238
4211 2635 7987868
2635 6810 469305513
6810 2253 109185827
2253 2321 419649188
2321 942 984284546
942 6244 376097746
6244 3585 671486169
3585 2580 671583698
2580 5054 448077176
5054 1295 442569485
1295 5166 26292804
5166 2191 177010634
2191 5126 991578613
5126 8739 489574554
8739 8846 907727176
8846 271 931049024
271 5306 719599787
5306 3874 759325674
3874 9597 745640198
9597 9422 920982924
9422 4256 383211149
4256 5254 306673721
5254 3490 893709741
3490 3844 441925299
3844 1627 326831783
1627 5225 734824616
5225 5008 168810069
5008 5884 921652213
5884 4999 290200465
4999 6989 215490860
6989 8021 434242804
8021 5343 298188333
5343 6454 684796373
6454 7407 395944985
7407 3928 570353876
3928 5932 521597272
5932 5650 772042731
5650 7811 94356398
7811 8705 193180969
8705 9380 72636260
9380 4007 536925884
4007 8445 71990127
8445 1593 249646895
1593 8870 381020850
8870 6936 414081035
6936 8373 9890424
8373 4096 164586227
4096 6230 133680822
6230 1603 621732452
1603 9679 910226425
9679 1595 54663745
1595 5599 4943600
5599 7206 69416499
7206 4244 800889840
4244 3753 299385254
3753 6758 248764636
6758 2372 388230810
2372 4994 468195323
4994 4572 22933202
4572 1583 678431275
1583 7128 683686183
7128 449 457176006
449 5034 829135963
5034 4722 220998909
4722 1778 705637346
1778 40 399489838
40 4889 742596181
4889 8779 330196430
8779 3609 493846236
3609 3548 935777150
3548 9216 402832691
9216 349 883288474
349 917 860283631
917 3730 504995940
3730 6177 116825677
6177 7721 274364666
7721 2881 514886364
2881 2348 281411904
2348 6424 260561842
6424 8946 136618815
8946 9000 44154682
9000 8723 167741941
8723 7203 994078770
7203 5089 113571181
5089 1177 968631782
1177 1971 293464023
1971 3657 362335818
3657 3005 209378945
3005 4077 614175700
4077 6692 385269020
6692 8744 740326574
8744 4679 150378236
4679 7487 694961381
7487 7259 569462536
7259 5792 371377145
5792 2612 400598726
2612 8025 821468728
8025 5759 113973325
5759 6203 730795156
6203 2415 167831318
2415 5626 902266829
5626 4907 986144201
4907 8375 51119791
8375 1523 762550460
1523 4506 491140140
4506 6886 167945469
6886 9500 889431480
9500 6198 858542858
6198 1881 449357373
1881 4897 149993321
4897 8619 847678027
8619 8884 493512056
8884 6231 317735262
6231 8102 841756797
8102 3062 459599591
3062 5723 138883397
5723 5469 987737174
5469 9668 821935409
9668 5822 200778696
5822 4034 601912874
4034 4675 59720783
4675 542 941105271
542 7549 752291110
7549 7148 754682164
7148 5304 363084160
5304 5103 123668255
5103 5938 7797243
5938 4734 184552888
4734 5957 90157934
5957 7401 591108753
7401 6533 352384206
6533 4610 992424764
4610 1324 577252954
1324 7804 256020351
7804 7627 607491577
7627 2376 920909448
2376 4146 423965820
4146 7764 349439410
7764 8390 779452306
8390 3854 725839548
3854 4262 499432731
4262 8788 479646686
8788 5641 71867957
5641 1818 669684347
1818 8990 173919836
8990 7537 531467548
7537 7333 808567745
7333 7183 161657010
7183 8596 205919311
8596 9111 9346440
9111 6999 616086238
6999 8837 265640094
8837 9680 802968065
9680 4012 220893701
4012 450 872838612
450 6267 166052225
6267 2367 197078310
2367 4712 880635855
4712 6652 203121467
6652 4553 287236245
4553 3385 324260961
3385 6660 555505673
6660 4852 132177362
4852 5134 901513915
5134 22 811526024
22 4383 592185293
4383 9139 674939717
9139 2759 88008198
2759 7860 941624703
7860 272 306908376
272 612 813847746
612 1526 293573787
1526 6376 786555062
6376 5765 885715703
5765 1034 963258134
1034 2945 960474899
2945 5033 269699604
5033 4419 624342232
4419 9721 122131908
9721 8311 475618915
8311 7090 486205027
7090 4049 590734500
4049 9002 741259009
9002 3094 289173091
3094 9417 811628201
9417 819 466613974
819 2512 307741670
2512 4270 8706511
4270 8829 199766182
8829 1770 510863137
1770 8950 148459110
8950 2927 524027144
2927 7208 66368809
7208 7882 280636472
7882 9398 278057412
9398 658 730411188
658 5059 872821765
5059 3292 952997129
3292 2335 670935740
2335 1630 666962821
1630 7741 259905504
7741 2824 337299839
2824 9490 960536608
9490 6580 46460566
6580 6372 75531895
6372 3904 923794741
3904 5801 859451819
5801 6762 345231499
6762 2647 400653327
2647 3198 834100081
3198 3554 820850415
3554 5369 886858354
5369 8234 424834580
8234 8079 414625777
8079 8930 28547798
8930 2402 88979134
2402 7140 881239752
7140 2144 336289469
2144 507 97685645
507 7138 81005933
7138 3538 847152606
3538 1683 246144755
1683 1101 605033077
1101 3782 766037770
3782 1815 379297581
1815 9407 883090490
9407 5671 348965311
5671 8724 104635699
8724 8753 688603972
8753 9592 19901050
9592 1911 771598520
1911 8078 948509477
8078 4905 357200889
4905 296 732135127
296 8585 847486397
8585 6383 432732784
6383 5083 508446222
5083 7034 559454569
7034 3588 777964283
3588 768 909099549
768 8682 393554649
8682 1555 451331051
1555 4550 648474256
4550 2223 670905583
2223 548 865956829
548 7902 677022054
7902 8469 759884717
8469 4690 747196580
4690 2501 13311522
2501 1678 857570363
1678 9556 680718867
9556 652 860464129
652 1497 956231472
1497 7744 138268298
7744 3178 479018252
3178 6272 335529053
6272 8667 21358787
8667 7403 827983563
7403 8821 440164752
8821 7328 562479113
7328 1304 847884613
1304 2054 64279626
2054 9136 363504943
9136 7643 57601855
7643 5007 796414753
5007 5208 63507693
5208 7243 342850993
7243 9092 157377328
9092 7004 622962262
7004 8185 120815275
8185 6288 918993231
6288 411 16516910
411 6223 424662681
6223 9129 567467486
9129 237 539938847
237 7136 290619509
7136 9432 97005894
9432 1577 299823564
1577 7323 890332443
7323 9146 110317416
9146 4398 9910280
4398 2325 571051309
2325 3119 823297899
3119 2127 966141752
2127 7825 709319607
7825 131 302316150
131 2314 154187158
2314 6322 583194748
6322 4288 130299712
4288 5717 446868265
5717 3127 145673861
3127 1793 830700679
1793 6056 511147891
6056 8673 361695158
8673 1071 740818888
1071 3056 160078997
3056 3195 425202852
3195 7866 83669880
7866 6395 317456326
6395 2385 48165113
2385 3662 57001510
3662 2393 88965910
2393 43 917198379
43 8693 481664191
8693 6233 656433397
6233 5185 457137225
5185 73 624800054
73 7992 753439291
7992 645 609477143
645 8801 515132496
8801 8879 716273061
8879 598 619387423
598 6001 938700159
6001 5748 539570960
5748 8531 438045529
8531 6148 500536120
6148 4974 694403464
4974 3077 444749041
3077 1401 83730867
1401 8036 677219531
8036 258 891617306
258 9197 81921082
9197 1141 360436563
1141 7271 402765196
7271 1927 296132595
1927 8864 101255451
8864 8890 562844194
8890 6881 721335447
6881 6752 37441685
6752 8522 732816874
8522 2098 769500560
2098 8108 94443195
8108 5683 821782784
5683 3135 539215292
3135 7668 428623740
7668 2951 330732534
2951 175 996352518
175 6661 53423793
6661 741 84171824
741 1535 458346014
1535 8095 421072643
8095 155 652961240
155 8183 77733437
8183 190 359772802
190 6890 45048553
6890 3394 368295320
3394 6158 860308922
6158 5794 739452017
5794 5465 813044361
5465 9078 796556143
9078 2453 416671547
2453 6825 557178021
6825 6262 730993580
6262 3294 777108111
3294 5854 959943217
5854 973 27126174
973 3020 730879916
3020 8684 375303764
8684 1429 600977975
1429 4452 768321601
4452 8570 108120637
8570 2193 222994888
2193 4525 862764797
4525 8304 782419776
8304 2546 762210181
2546 3092 143904890
3092 2627 113152309
2627 9012 611079052
9012 6565 197328684
6565 8978 49840488
8978 3614 69425065
3614 2116 618401327
2116 5485 702801728
5485 7981 999674857
7981 7279 830690483
7279 80 747850281
80 1835 220486530
1835 9284 543515758
9284 7091 339818651
7091 4912 33530891
4912 6410 192588255
6410 2581 756490199
2581 5237 443225266
5237 8490 923581835
8490 7574 386114663
7574 369 255684836
