10
4953 5993
3837 1284 729548710
1284 186 434867097
186 2430 279565830
2430 4344 124061703
4344 3854 804679445
3854 3221 230020468
3221 3023 356842072
3023 4654 297262827
4654 99 699848493
99 3912 698404778
3912 3317 990461615
3317 1376 304986425
1376 2556 883106804
2556 91 523056156
91 2148 604519947
2148 3138 4819835
3138 4465 49296355
4465 943 614724703
943 4009 56896319
4009 114 695902809
114 623 215543854
623 3828 692482798
3828 4405 577189412
4405 1112 429796118
1112 4916 342514345
4916 2732 688991893
2732 796 496576798
796 1891 498200540
1891 947 421893177
947 1434 985017581
1434 4795 785195346
4795 4109 3958240
4109 2405 272401031
2405 987 64761175
987 633 128019944
633 2291 77080475
2291 1888 147297997
1888 634 484862016
634 2978 374343303
2978 798 847146490
798 3014 35783148
3014 2218 217321271
2218 1607 4649269
1607 802 918889952
802 1194 740377427
1194 1939 609169216
1939 441 923709787
441 2934 642190137
2934 4265 76410272
4265 2910 980606106
2910 4106 190609299
4106 4324 291954126
4324 173 525605257
173 4821 767798711
4821 4503 574266599
4503 500 868119602
500 3183 309306957
3183 2885 70843396
2885 4002 218836495
4002 1417 731200134
1417 2696 908377331
2696 4280 4031840
4280 2037 735158374
2037 403 180778361
403 1063 921309370
1063 4333 715694672
4333 3683 110375190
3683 1151 68607367
1151 2932 53073042
2932 4545 484718493
4545 3324 915753857
3324 1715 88856190
1715 1017 702039765
1017 4658 920403126
4658 754 860262496
754 1681 294933545
1681 1230 382088695
1230 734 636488636
734 4665 937123682
4665 593 311015322
593 4819 469611095
4819 1720 127732980
1720 3621 602969448
3621 529 995216352
529 1174 895531691
1174 2082 29752400
2082 4169 715852307
4169 274 57355001
274 1229 100595796
1229 3584 934688802
3584 537 788555135
537 1123 861489481
1123 2680 938720643
2680 1342 376229863
1342 4769 42267841
4769 4516 712546366
4516 1733 91924534
1733 4036 5159386
4036 2712 781153733
2712 1100 144997576
1100 4200 489877879
4200 1115 549423944
1115 207 86370120
207 4686 44433997
4686 856 322343423
856 307 946632616
307 1499 339367543
1499 3681 556948473
3681 4847 435637605
4847 2147 129007578
2147 3460 867963795
3460 2336 905248700
2336 2215 256740559
2215 2561 323449596
2561 784 900465051
784 76 4788603
76 3002 353201997
3002 2145 468833711
2145 4187 62143605
4187 3520 306314147
3520 1124 403522513
1124 4012 703215094
4012 553 167803628
553 1773 194759509
1773 1477 79444956
1477 30 62587823
30 2453 907305875
2453 2202 23885845
2202 4316 67747209
4316 1009 540975962
1009 2551 21399775
2551 401 410141443
401 3356 942916260
3356 3034 960286251
3034 4276 454575440
4276 2527 117776036
2527 792 759435220
792 4145 646459337
4145 3739 674724509
3739 2534 195072825
2534 1721 775466916
1721 1248 542688303
1248 4040 100321524
4040 2889 32207474
2889 4031 866137900
4031 3860 853302930
3860 4752 889512432
4752 2007 71856250
2007 1728 174652994
1728 2759 951656037
2759 977 378170397
977 2685 578175507
2685 3353 507387485
3353 3693 545974025
3693 436 625451370
436 960 439348795
960 3012 461078203
3012 3599 385273599
3599 3427 315750994
3427 1333 528825412
1333 1553 926249561
1553 3228 189667124
3228 3222 938966855
3222 3563 721682174
3563 385 149953374
385 2095 246058649
2095 2892 839458210
2892 3722 909388594
3722 2904 892517986
2904 3887 514182719
3887 2395 956977773
2395 137 520501255
137 359 909387376
359 4893 909815652
4893 1536 405225083
1536 2548 628041629
2548 3450 615634935
3450 1067 294737515
1067 3102 699897879
3102 4351 790287929
4351 4805 98909905
4805 2251 78068276
2251 1937 220979790
1937 3634 606297390
3634 2616 476558655
2616 287 846431160
287 1185 45646185
1185 4015 937636858
4015 1712 231704758
1712 2175 213913533
2175 1980 318978624
1980 292 10470672
292 902 403580657
902 1294 110461832
1294 2435 732152846
2435 2415 553534031
2415 2724 356520481
2724 4022 424127410
4022 3986 315438979
3986 3332 101554821
3332 1815 938310129
1815 3385 124933105
3385 3830 622056076
3830 1861 700213858
1861 699 34748756
699 1355 27281159
1355 4042 328255487
4042 2862 650383691
2862 554 174535028
554 3441 28153365
3441 592 293187974
592 2592 125961287
2592 2814 958737996
2814 1863 514167764
1863 883 732258678
883 1625 435296651
1625 730 360598923
730 1591 630421217
1591 4846 225449862
4846 4662 444820036
4662 597 844334750
597 1540 544428486
1540 1161 455290708
1161 953 100431761
953 3343 654890319
3343 673 39959908
673 2961 653965792
2961 4520 11410799
4520 1588 464087318
1588 3979 821921125
3979 4711 965481975
4711 2075 254913800
2075 3073 946854231
3073 4543 440054405
4543 738 955127658
738 768 981602987
768 3635 319851918
3635 4539 135899498
4539 2197 484503032
2197 916 494386946
916 3897 16569218
3897 145 777691006
145 1844 620348233
1844 2097 975307214
2097 3968 144375123
3968 2693 205123264
2693 3369 263120218
3369 2096 504974046
2096 1347 688060835
1347 1208 488570081
1208 3141 949794082
3141 1993 384911939
1993 3394 32998566
3394 3866 257601144
3866 2248 485343700
2248 2701 540405239
2701 3644 150077406
3644 3548 139309491
3548 2678 404332393
2678 1281 614164724
1281 1146 813746971
1146 72 369814367
72 4122 721594878
4122 4075 760601201
4075 2812 809868772
2812 4066 529238889
4066 837 594720541
837 1189 129720689
1189 1378 665138388
1378 143 931739927
143 3482 476623989
3482 3766 534223960
3766 2320 561947286
2320 15 949488577
15 2609 362047527
2609 3772 706322409
3772 3359 7128194
3359 3579 625167746
3579 2808 63812809
2808 4370 695189030
4370 741 966254181
741 2338 13606890
2338 2937 80100968
2937 1430 851769101
1430 3208 123724388
3208 357 565444668
357 1694 392174340
1694 2888 273801794
2888 3472 557270513
3472 2031 796506733
2031 2688 740482872
2688 1884 223533837
1884 3661 18837453
3661 4768 462077749
4768 140 984135038
140 116 681222580
116 2255 991316639
2255 2806 431371933
2806 2649 663459623
2649 1163 508971380
1163 2846 215628213
2846 958 140083612
958 4858 43195339
4858 192 777575500
192 4734 942088543
4734 2129 257759220
2129 1479 483897908
1479 3959 949216737
3959 4458 882926966
4458 4694 547710717
4694 2744 644405766
2744 3453 701697500
3453 23 413833962
23 1149 577023088
1149 4949 553466601
4949 326 390074704
326 1201 142467755
1201 2849 798157295
2849 3758 663876499
3758 3999 552254623
3999 4783 447180381
4783 4007 256875724
4007 3145 775788460
3145 2396 466017834
2396 610 718953474
610 1951 612439852
1951 3682 147240413
3682 2076 562786466
2076 1388 896328139
1388 3056 663216391
3056 1188 924274200
1188 349 111956351
349 4423 655816357
4423 3564 819985893
3564 3054 889531851
3054 3601 597904899
3601 3258 77745112
3258 3746 225946113
3746 4189 399637989
4189 2104 813188433
2104 294 626173184
294 2555 44043755
2555 3082 514885932
3082 1164 40007145
1164 685 473583197
685 3232 920868887
3232 1383 282598204
1383 4495 468567307
4495 265 719026181
265 3711 946474703
3711 619 20821929
619 535 18722915
535 2030 55866780
2030 3737 649126743
3737 3727 484740750
3727 1649 774820254
1649 2273 114082948
2273 1615 484497517
1615 348 190123073
348 776 10411086
776 2311 230261
2311 2399 114397272
2399 2021 974883793
2021 4160 656046618
4160 4131 786899519
4131 3434 716931997
3434 1271 106467870
1271 3846 864644632
3846 2079 942878110
2079 174 506105860
174 4451 530349418
4451 2785 421567648
2785 3455 402665969
3455 3187 45235349
3187 3659 314091147
3659 2139 876249166
2139 1735 818620591
1735 933 596689351
933 1132 344816472
1132 893 390163125
893 1911 395680407
1911 866 218154755
866 692 408886041
692 3379 451547188
3379 794 719797853
794 954 893626791
954 3242 78883795
3242 3499 833880801
3499 663 230640661
663 3363 269006869
3363 4579 696808242
4579 353 230870923
353 820 235920495
820 3869 524208388
3869 1133 886917541
1133 1609 22820014
1609 2205 241140384
2205 3662 993385412
3662 940 739981000
940 786 36534848
786 4228 352007625
4228 1059 122846771
1059 2017 458102496
2017 1978 754673594
1978 1506 20598474
1506 1360 772193643
1360 3501 630922759
3501 2189 839219065
2189 1357 221399348
1357 1576 828255586
1576 4782 229382190
4782 2993 617079755
2993 835 46410340
835 2936 638268231
2936 2623 68626942
2623 4871 618724547
4871 3400 384411375
3400 2222 147510738
2222 2571 305121702
2571 86 467568390
86 2015 269033961
2015 2360 1929943
2360 1796 698439313
1796 4089 504954456
4089 3384 378654685
3384 1517 437873208
1517 421 380290824
421 1665 619795069
1665 2364 283774973
2364 3585 972788178
3585 4178 508846271
4178 1518 635782598
1518 117 95634948
117 2048 966948767
2048 230 242972545
230 4053 116233423
4053 1594 591658764
1594 1907 873895304
1907 585 955452488
585 1782 813058112
1782 3905 554667243
3905 2410 37351031
2410 4091 282654220
4091 2997 453593938
2997 4446 528135616
4446 4511 351281163
4511 113 72318484
113 1575 912546991
1575 4315 351308255
4315 2183 377440186
2183 4844 232631735
4844 3878 620342216
3878 564 231886483
564 1708 931071048
1708 3432 125296671
3432 952 610541168
952 3674 221460609
3674 433 358103850
433 3725 82852591
3725 1256 357751936
1256 4496 183408381
4496 1058 591698862
1058 1020 993534534
1020 2044 279043330
2044 845 411163983
845 1940 89023432
1940 2647 247793107
2647 745 855339101
745 3100 962918737
3100 1445 55761948
1445 3079 520913566
3079 807 370102333
807 4139 93112980
4139 639 803567786
639 2114 823696271
2114 2973 621248596
2973 2737 7365302
2737 3572 896014756
3572 4862 386311941
4862 2839 358673557
2839 3689 125971295
3689 4334 618943676
4334 4618 979015773
4618 532 210374133
532 3755 402531077
3755 1027 956828799
1027 3087 820915301
3087 3192 476508041
3192 4006 167449002
4006 917 756284246
917 55 834259977
55 1577 350857383
1577 4114 200499462
4114 546 680310865
546 3256 629900713
3256 2236 611663445
2236 434 769334297
434 915 877693820
915 3636 319518899
3636 3383 584769387
3383 1153 933455769
1153 3795 840432465
3795 1195 954871721
1195 308 879085103
308 966 644000250
966 836 778567991
836 1758 352850052
1758 3350 651365553
3350 1403 527099100
1403 2952 739161993
2952 4521 10039109
4521 4725 505586750
4725 2783 210622022
2783 3596 841571237
3596 4440 715960883
4440 2535 465669454
2535 2137 798400035
2137 3810 389392537
3810 2872 942177495
2872 3545 965849037
3545 3774 145676783
3774 2537 776437471
2537 2717 169222773
2717 44 346176245
44 498 309264689
498 2039 799123487
2039 3114 810356044
3114 667 78598986
667 4653 529333660
4653 3546 129874942
3546 3050 663368373
3050 1238 315305782
1238 1396 970307407
1396 2033 470756447
2033 2174 46907238
2174 3663 466824010
3663 1056 101840792
1056 864 399757291
864 4288 970705917
4288 2284 628939892
2284 2513 138919283
2513 2731 833261381
2731 4376 134526641
4376 1933 202057660
1933 1488 674832617
1488 1660 703003878
1660 1035 667727114
1035 1349 325749005
1349 172 92396415
172 80 462420962
80 676 144114395
676 932 90589552
932 1989 91374786
1989 961 313337168
961 4167 436765797
4167 1292 400639476
1292 3089 964977009
3089 3511 99638194
3511 194 479238462
194 4620 346827023
4620 2004 229513136
2004 704 995123189
704 2240 662132805
2240 2186 52336896
2186 852 465879636
852 3857 709040044
3857 4357 371677260
4357 3043 567720428
3043 2507 108797334
2507 1261 342383177
1261 4208 49176673
4208 2999 100232971
2999 3111 28160911
3111 680 36219669
680 2628 154806985
2628 3430 702993528
3430 2691 739223547
2691 3279 675050453
3279 1259 881258887
1259 3226 684136316
3226 2094 137471414
2094 2509 25373281
2509 3004 774725868
3004 4810 228846201
4810 4195 191226803
4195 199 64008018
199 4427 629485677
4427 1919 8720166
1919 4238 163646212
4238 2142 961240493
2142 1923 355547189
1923 1370 393159348
1370 1873 956363681
1873 2343 17679993
2343 227 298012598
227 1512 274759670
1512 1996 579236391
1996 4621 669689859
4621 1602 694996452
1602 1142 540550079
1142 825 12073035
825 4715 744173126
4715 2154 493299405
2154 2267 40233946
2267 1583 632909149
1583 3974 500622744
3974 3657 595743828
3657 2477 224649049
2477 1707 175673197
1707 2451 329519068
2451 3936 908785366
3936 1979 165660965
1979 4319 207408703
4319 4143 683511233
4143 3069 394507166
3069 277 398635506
277 2252 747519252
2252 1804 876509197
1804 4249 407355672
4249 1509 911165464
1509 3748 837749689
3748 3557 762902861
3557 3517 156841166
3517 3474 646629724
3474 3433 633099209
3433 4817 454853764
4817 1566 773905748
1566 3492 64851953
3492 4531 124543622
4531 1389 468902200
1389 896 457918387
896 4648 989133012
4648 4086 65591679
4086 3580 951217792
3580 106 881883312
106 77 698500828
77 443 304356889
443 4522 330143493
4522 565 923149877
565 4550 480030086
4550 782 659662561
782 3984 684451596
3984 3969 645691052
3969 3672 867071264
3672 2354 220479183
2354 2922 892714572
2922 3355 118223124
3355 567 967998435
567 1377 769223769
1377 4667 378095150
4667 2938 731680252
2938 739 459489811
739 1021 140998011
1021 2648 741037772
2648 31 958635889
31 2878 626613574
2878 2066 48407890
2066 1340 732541637
1340 3382 543981881
3382 3422 25467866
3422 3171 53960190
3171 3614 1900267
3614 3403 14600878
3403 723 119551869
723 4182 805634413
4182 3386 749000544
3386 4233 670569051
4233 744 109991302
744 2352 931660392
2352 4727 446235281
4727 320 442537742
320 1557 443839306
1557 239 130686877
239 2305 88228793
2305 716 163426924
716 480 203682414
480 1478 833459720
1478 180 281650048
180 900 24197202
900 2324 455199842
2324 1650 659745198
1650 3404 755877454
3404 1511 914689653
1511 544 653259563
544 1984 349431580
1984 2452 725841896
2452 2172 132389490
2172 922 397839470
922 3950 310899886
3950 313 676371372
313 4755 423307336
4755 1788 364860076
1788 3768 530787993
3768 2392 290424568
2392 3158 336928299
3158 70 336422406
70 352 39425112
352 2384 860013704
2384 2408 298930062
2408 4553 823601858
4553 3793 158765338
3793 365 741467804
365 1930 267441163
1930 2388 141968569
2388 1988 682212952
1988 128 430868087
128 3497 345650983
3497 162 515672671
162 142 565034489
142 752 369848185
752 3762 970872513
3762 1519 77296041
1519 1864 125725639
1864 756 738078519
756 2625 730555604
2625 1655 327673573
1655 1171 316436768
1171 1303 715461449
1303 2235 725513043
2235 3879 627336654
3879 2333 244349174
2333 843 148820378
843 19 992196730
19 2057 775137167
2057 268 439244947
268 491 181641382
491 946 111559572
946 527 331186413
527 2488 41655085
2488 4882 263005988
4882 4668 7304624
4668 2018 52936778
2018 4578 4473792
4578 3935 274745787
3935 2329 194905347
2329 2407 686686744
2407 4369 558130229
4369 2262 540556331
2262 400 54875768
400 2716 123164717
2716 1068 910404516
1068 270 878264635
270 3421 200460758
3421 3085 888646509
3085 655 468859507
655 2002 783532717
2002 3378 216320081
3378 4193 785296276
4193 4574 498994165
4574 1177 941833124
1177 1910 412632929
1910 4930 743343339
4930 1013 943169857
1013 937 257346013
937 3961 370996859
3961 4571 234931157
4571 681 291503749
681 3901 335072786
3901 3269 566117570
3269 587 185675189
587 589 598078774
589 1636 573422194
1636 1803 238611967
1803 438 602552566
438 4913 700684335
4913 1457 433517314
1457 452 141755663
452 697 258814563
697 2921 974073645
2921 1689 49147785
1689 828 234495635
828 33 884478161
33 2309 927412420
2309 1840 434956393
1840 2986 625641023
2986 3631 396271927
3631 4453 71005463
4453 2998 841961105
2998 1251 34084556
1251 1324 569999628
1324 1175 636310582
1175 1880 446717485
1880 4555 165859320
4555 4820 431996792
4820 4939 556579852
4939 237 536856180
237 3338 666927949
3338 4241 848083602
4241 4273 871928966
4273 4269 85561872
4269 4275 33758790
4275 2542 322524093
2542 3709 658984066
3709 189 272370757
189 2314 925076660
2314 2122 212184755
2122 678 705888071
678 4677 919348677
4677 2162 470999318
2162 2558 532478070
2558 3886 968496463
3886 1564 705494953
1564 661 269472584
661 1545 895908882
1545 4411 992967701
4411 1425 895113607
1425 3376 144697162
3376 4046 63973163
4046 4225 589591065
4225 3060 178781718
3060 985 486489146
985 1242 78418001
1242 3900 478015558
3900 1069 652348466
1069 3833 510414793
3833 2959 34595409
2959 4087 41720999
4087 2753 177342742
2753 948 882679011
948 4011 766166319
4011 2014 262904614
2014 1038 768954155
1038 4332 88690412
4332 3679 774405035
3679 3397 41324911
3397 1138 866283426
1138 2598 986589790
2598 3391 599729337
3391 815 785632102
815 559 310105461
559 810 132207406
810 2901 606644918
2901 4811 15600414
4811 3811 254196344
3811 3239 355070154
3239 1037 861084469
1037 1604 149309950
1604 777 499767316
777 3574 925057632
3574 1777 738901016
1777 3613 531065389
3613 951 264063131
951 41 817319017
41 1648 9080946
1648 1051 916411598
1051 2725 180250163
2725 2953 43676355
2953 630 810648951
630 4888 357592905
4888 3633 778871721
3633 501 576815270
501 420 473013874
420 950 400342229
950 4920 518022036
4920 1717 247418908
1717 178 294183495
178 107 384305461
107 1589 86525051
1589 2220 893912832
2220 2624 22453916
2624 2449 396630512
2449 3769 878636592
3769 4461 629098835
4461 4218 264747280
4218 247 132832935
247 570 984168989
570 1524 125831748
1524 3653 134659239
3653 1856 336452658
1856 1005 903405735
1005 4096 726076609
4096 4691 867518047
4691 4517 167468865
4517 1874 395911979
1874 1881 729115347
1881 1137 936396817
1137 2810 576162143
2810 3438 625308057
3438 3589 747045768
3589 4433 933755048
4433 2947 256696131
2947 3822 176377391
3822 4148 259285275
4148 542 657038360
542 1879 694399427
1879 1338 506704183
1338 2779 951221855
2779 3966 931221242
3966 2182 593229234
2182 1176 697651040
1176 1442 953675158
1442 1961 989859747
1961 2090 428803985
2090 371 435290346
371 4716 107123380
4716 2061 414153274
2061 2784 271975688
2784 4084 232955129
4084 758 548812514
758 4589 460944701
4589 3821 136360863
3821 4029 127405476
4029 475 180979101
475 460 156346082
460 3005 523317456
3005 3845 910094449
3845 1776 92742899
1776 645 99479598
645 1700 535402505
1700 2614 692305021
2614 4672 885751000
4672 3344 792098636
3344 3885 721198766
3885 3549 145036275
3549 3268 301653349
3268 841 268114546
841 2204 504256812
2204 4706 252875204
4706 2098 199335787
2098 36 97486046
36 3202 950526244
3202 3814 5527298
3814 2920 939862147
2920 1839 231846583
1839 2310 293333999
2310 4166 46985526
4166 3569 645999857
3569 2100 565309687
2100 3323 132457009
3323 4132 47328724
4132 4527 26254387
4527 4568 121334226
4568 1327 174734201
1327 4936 59749843
4936 2747 130196663
2747 2781 698051657
2781 2711 969844292
2711 4353 75455916
4353 2483 797531255
2483 4110 357763150
4110 222 767760937
222 132 535798608
132 1769 2378139
1769 1441 341476056
1441 2419 680834883
2419 469 304031488
469 1415 609590602
1415 4338 37608049
4338 1040 556906692
1040 1126 808926389
1126 4600 135094095
4600 2169 359949290
2169 200 666970041
200 2265 927472596
2265 16 591795873
16 4158 960304040
4158 4815 826974476
4815 4339 90312083
4339 2742 378130081
2742 3174 811947840
3174 366 137640808
366 345 256900822
345 4906 933282066
4906 254 312375009
254 1448 316650665
1448 3512 63478728
3512 1634 10426665
1634 4083 286494956
4083 216 138934644
216 3146 660474274
3146 694 644258106
694 617 759211935
617 2709 196272881
2709 120 646636245
120 1219 100687990
1219 3299 729624119
3299 4030 950667734
4030 2200 562794946
2200 3740 767232168
3740 3598 360090779
3598 3281 224237688
3281 1679 754842617
1679 1849 572556423
1849 2799 891207730
2799 2697 534831566
2697 1549 16868649
1549 982 851511769
982 1114 214322395
1114 2902 107180733
2902 2171 82158203
2171 1265 26270234
1265 4245 244821541
4245 275 339059026
275 2117 812068655
2117 148 557196550
148 824 655709691
824 3515 728063737
3515 3643 567623215
3643 879 942204648
879 4181 719514736
4181 1241 80613842
1241 1558 438979107
1558 3749 331243024
3749 1346 276886723
1346 4192 938131707
4192 1944 284447369
1944 2584 6510841
2584 3801 741315794
3801 2125 847242315
2125 3007 626259363
3007 3302 101406572
3302 1412 71480003
1412 588 381101979
588 3535 526479350
3535 3388 962687733
3388 3698 915933545
3698 3764 543347999
3764 4779 666715855
4779 3186 130255940
3186 2887 650528732
2887 4928 748874059
4928 2441 9042528
2441 1244 895350273
1244 4069 87933084
4069 4513 821111183
4513 2512 452546822
2512 4887 596159129
4887 27 401691274
27 1227 872686391
1227 976 390880130
976 558 121206009
558 4048 953300233
4048 1374 829859238
1374 3407 452449033
3407 3948 82703310
3948 354 620507298
354 2393 736896402
2393 1484 89214151
1484 1504 361823091
1504 3560 436655071
3560 2756 567989869
2756 2695 315746017
2695 1314 508135074
1314 901 949091848
901 4492 842225367
4492 764 323339160
764 3686 717541747
3686 904 238089720
904 1872 842571369
1872 4927 700314041
4927 986 888618452
986 3934 443961781
3934 425 561872923
425 924 783968725
924 2532 384411219
2532 3945 235500460
3945 3282 89031900
3282 3494 980570349
3494 2091 637191734
2091 4697 961718292
4697 4708 371450478
4708 3267 758397743
3267 4731 767534878
4731 1275 53826069
1275 1830 63363129
1830 2909 850238188
2909 693 674333367
693 800 652775886
800 1156 791968694
1156 4547 888672812
4547 2586 89430956
2586 2926 359958562
2926 306 56935183
306 816 450082384
816 3364 161566763
3364 675 899160550
675 1497 773421544
1497 2838 731624864
2838 4219 137250269
4219 577 468509266
577 3189 284455258
3189 4455 878385076
4455 3668 912471048
3668 4780 846328182
4780 3731 514870154
3731 1547 296882266
1547 4005 81828641
4005 3406 603902054
3406 2069 129968968
2069 4904 719020375
4904 2645 418136699
2645 153 501419447
153 4390 329934471
4390 2394 38187931
2394 3347 407761870
3347 4368 245813954
4368 4656 888426119
4656 1791 82095237
1791 838 898589840
838 2912 680394812
2912 2498 823284403
2498 2884 988020796
2884 3233 892869728
3233 870 880219586
870 2228 290619533
2228 833 54436491
833 315 631896490
315 28 64041076
28 4111 638577709
4111 926 621663113
926 2782 385066697
2782 2694 923032968
2694 3486 500048188
3486 1016 297537744
1016 4950 769361149
4950 351 14918341
351 826 446936364
826 3941 703706144
3941 300 471336750
300 711 576905333
711 662 275242872
662 4491 741989803
4491 3436 78324779
3436 779 605177343
779 703 780177734
703 760 338603003
760 3216 850991297
3216 439 668603853
439 3910 273214594
3910 1820 602097491
1820 293 201515018
293 2650 96498997
2650 2146 442634640
2146 362 94384746
362 3447 976718583
3447 1568 733254174
1568 3503 1337591
3503 3381 461131426
3381 171 649811604
171 3213 492431654
3213 4354 82794539
4354 2132 34878300
2132 3439 415464621
3439 344 435359081
344 2958 184932398
2958 218 37342123
218 4616 302793777
4616 3699 631868763
3699 4257 741048267
4257 3616 774130527
3616 4593 208774095
4593 4439 16291138
4439 3362 368636683
3362 2840 139615228
2840 2873 473984835
2873 3684 148814417
3684 4866 478218231
4866 3469 177492486
3469 4625 669934624
4625 4542 751432826
4542 1812 779589977
1812 3206 871449642
3206 1651 700448177
1651 627 74740970
627 1626 818350742
1626 4001 529683113
4001 2987 807995144
2987 3724 672204687
3724 2286 990814540
2286 1090 457806748
1090 3191 17152695
3191 4320 73609078
4320 1071 345201402
1071 3357 432617316
3357 2163 361484513
2163 2315 530133801
2315 4437 322475794
4437 4604 664278290
4604 1597 162002563
1597 1288 63524060
1288 648 290925170
648 4118 223293012
4118 2043 932331554
2043 4907 659561854
4907 2243 362908240
2243 2454 258832742
2454 611 808376271
611 1898 693642825
1898 573 288841582
573 649 330827248
649 2170 297592004
2170 3767 68431558
3767 3358 54793243
3358 2355 998040181
2355 2074 143172529
2074 2412 873143986
2412 1606 527723294
1606 3176 803684027
3176 2008 397865026
2008 2569 371054187
2569 3707 114007128
3707 3963 415017721
3963 4781 297179619
4781 4419 459208531
4419 4025 700151392
4025 2261 658664132
2261 1322 989342332
1322 3156 22627185
3156 4912 322942422
4912 1492 3861248
1492 264 938667600
264 1584 613867592
