10
5783 5782
5173 5114 335541151
5114 1043 785943997
1043 5093 40580485
5093 2632 403029811
2632 5376 509082473
5376 5526 911407320
5526 3970 691529721
3970 1827 337982432
1827 3414 838879620
3414 5183 81617295
5183 4961 422513399
4961 5349 277399367
5349 1173 478834403
1173 4370 619759831
4370 3041 34622508
3041 2183 873753069
2183 5016 563098001
5016 332 163810188
332 1569 966548631
1569 4343 150794789
4343 5172 385333182
5172 3375 910358494
3375 2662 751251975
2662 4122 51889458
4122 3188 135902767
3188 4455 877214900
4455 1837 257714194
1837 1248 406382212
1248 3890 563420038
3890 2580 136816479
2580 1428 338152200
1428 3469 898961189
3469 5010 775276831
5010 3618 378732685
3618 1746 154507353
1746 3723 136875657
3723 5638 142656358
5638 5703 846037074
5703 3126 474858090
3126 3718 834052332
3718 764 927654369
764 3685 897371489
3685 2220 111451698
2220 5538 259005126
5538 4018 369647673
4018 5514 146074207
5514 2660 985274549
2660 589 932745675
589 4030 162400749
4030 3089 804339533
3089 2658 83540463
2658 3992 547733931
3992 1038 714698027
1038 5736 687308792
5736 5226 452139744
5226 5705 703117148
5705 3293 564523692
3293 1548 709853938
1548 5497 109499359
5497 960 127943729
960 4407 699186771
4407 3987 300167913
3987 3999 879421272
3999 4293 326979955
4293 989 531416952
989 3470 33928625
3470 4579 463855613
4579 4495 674073310
4495 5401 879965699
5401 3083 938713703
3083 856 360641996
856 4639 660136422
4639 5247 688601545
5247 3592 472093694
3592 111 771657902
111 474 58249218
474 5260 470684255
5260 2966 756932450
2966 1202 843511247
1202 5194 633085004
5194 1174 413788337
1174 2835 779568064
2835 3445 33335289
3445 2369 128486363
2369 4112 319393209
4112 1867 485475033
1867 792 684119865
792 5442 883916901
5442 4761 47845324
4761 5475 646135579
5475 3184 864376984
3184 4549 599548449
4549 1051 798819846
1051 2299 596314610
2299 3050 926528405
3050 414 330236798
414 1777 630243235
1777 3716 390384017
3716 4508 856826462
4508 2241 362725287
2241 2838 181614073
2838 2394 217468457
2394 4786 875378063
4786 3972 722731972
3972 1311 542078506
1311 2317 647035964
2317 1345 633497544
1345 3399 12762760
3399 1008 256484768
1008 4127 329525144
4127 5774 645847765
5774 4450 670273105
4450 4512 109093207
4512 829 679183054
829 2003 651275822
2003 2719 281002771
2719 2460 17174440
2460 207 187912040
207 1086 17436025
1086 2659 65019764
2659 3145 686563973
3145 4667 881813010
4667 25 517084567
25 5263 485383819
5263 3024 330643973
3024 658 443612971
658 632 668136971
632 2546 960887208
2546 3759 686513342
3759 3782 524963432
3782 3749 176128848
3749 1881 868127415
1881 2081 594948244
2081 1954 51506911
1954 702 443375741
702 4649 137026749
4649 4866 551059229
4866 4364 76873284
4364 294 2305863
294 3336 660060351
3336 5024 406398429
5024 420 648153628
420 90 182849809
90 3359 368007990
3359 4771 179853035
4771 4218 834125631
4218 421 649010761
421 441 49543829
441 3866 874554026
3866 907 666446787
907 1947 114563593
1947 4255 561117998
4255 5236 400776150
5236 513 484164515
513 2391 899018171
2391 3769 731420123
3769 1344 927777486
1344 5752 567155141
5752 3463 544823684
3463 1348 466807182
1348 3883 944634928
3883 2312 573468886
2312 165 187450950
165 266 539583171
266 247 477492151
247 4342 630826691
4342 2680 529126274
2680 3112 28551380
3112 4611 707699976
4611 1655 531432137
1655 1946 541128085
1946 4744 966614759
4744 3219 32102119
3219 4688 723977895
4688 259 187139102
259 1978 211955154
1978 5387 410619879
5387 4053 836149864
4053 5049 261498984
5049 2654 285173904
2654 181 355113004
181 4063 228578931
4063 4118 698808257
4118 5270 608405508
5270 870 712743446
870 4857 597826427
4857 3520 192341984
3520 4695 493037286
4695 1986 17497922
1986 1799 737165668
1799 5537 959844468
5537 2570 962132850
2570 3489 163150907
3489 3831 147295417
3831 423 354232374
423 1623 640643059
1623 3259 630638463
3259 138 883358648
138 2157 521710793
2157 5441 190854792
5441 2802 267307138
2802 934 62838877
934 953 157469550
953 5257 299409257
5257 5522 786816772
5522 1332 344608652
1332 3946 511364412
3946 3523 49953005
3523 1497 33274869
1497 254 625379750
254 4604 335126909
4604 929 240904227
929 4585 853958681
4585 1396 33935165
1396 3850 849309735
3850 479 419218481
479 28 484277947
28 220 41651718
220 1326 764772121
1326 2811 354292223
2811 5110 631333740
5110 5152 577132942
5152 832 168941426
832 360 794484648
360 2687 576944713
2687 2410 523173800
2410 2926 435127706
2926 2425 207583175
2425 957 259048801
957 4170 956838499
4170 896 398437967
896 3256 526355939
3256 2324 872193730
2324 4694 408423871
4694 3277 825765197
3277 3924 511526856
3924 722 753032524
722 4878 189645962
4878 15 561479861
15 3864 638823747
3864 1516 815025712
1516 2685 896606770
2685 982 879727975
982 3358 521500746
3358 4970 783058290
4970 3073 729037709
3073 3755 793235581
3755 4116 119852590
4116 802 623205782
802 3481 558007701
3481 5618 474144813
5618 4322 254539521
4322 5337 135140642
5337 5252 643086239
5252 3321 49024168
3321 3082 564601710
3082 5253 18776392
5253 609 336668228
609 3499 772184885
3499 4864 130341547
4864 4770 146023080
4770 235 23139206
235 5314 656697486
5314 1807 18216810
1807 700 431563077
700 775 334979036
775 1389 382260020
1389 11 37111954
11 651 377141352
651 281 943739881
281 5156 675935702
5156 620 44683417
620 3019 692863004
3019 5619 408180030
5619 3925 566184164
3925 1962 328437647
1962 1584 137217738
1584 4004 211936098
4004 4458 448290237
4458 4551 612939874
4551 1635 769943800
1635 3818 774951404
3818 2808 867479396
2808 2480 757600796
2480 2231 270553996
2231 534 769019918
534 2535 174718859
2535 180 289330388
180 4679 958204501
4679 105 946903745
105 1308 419671935
1308 3327 104227580
3327 1812 822559305
1812 5448 928885776
5448 3170 974960745
3170 3396 106638735
3396 5059 116381165
5059 1852 209737118
1852 204 143750690
204 2202 493522518
2202 2898 153476998
2898 2338 672202746
2338 3899 538205935
3899 1859 846340003
1859 4602 80382775
4602 546 104390098
546 4851 27294003
4851 2422 70116867
2422 5730 168842551
5730 5713 475584241
5713 2370 683056742
2370 3329 938786351
3329 4580 103051998
4580 3150 403052491
3150 1016 548903500
1016 2103 373605995
2103 2275 24588762
2275 5585 723622360
5585 3708 662936383
3708 5577 982793263
5577 1460 523042458
1460 1135 935124673
1135 3406 939537198
3406 5309 198118116
5309 3980 864010448
3980 5245 767014296
5245 5517 304756851
5517 4168 980391613
4168 1810 976751415
1810 48 448507541
48 1847 326430484
1847 5402 982744767
5402 2561 120710286
2561 174 864636420
174 2729 681601123
2729 1547 53609415
1547 3138 821542872
3138 5144 708895127
5144 5712 123726283
5712 4912 990385423
4912 1409 36995721
1409 2203 659299379
2203 2883 781688127
2883 3422 140047719
3422 4879 914868224
4879 826 183107981
826 5714 513653714
5714 4473 939456986
4473 1094 906730341
1094 3500 29106451
3500 4479 774766603
4479 4153 282289152
4153 5126 964231124
5126 3205 566820154
3205 4967 480407268
4967 4889 680757925
4889 4012 186350803
4012 5037 785164119
5037 4232 513665891
4232 691 15618571
691 4157 86188014
4157 3681 840096376
3681 2649 998363339
2649 5039 59414654
5039 2465 704732795
2465 4491 532480815
4491 4844 113024070
4844 5343 378792020
5343 3183 241375941
3183 2011 89266707
2011 179 369177443
179 2249 278371662
2249 4042 601082440
4042 3762 3381923
3762 3521 418419382
3521 426 368467017
426 4743 186489904
4743 3368 932073096
3368 5069 160440356
5069 1959 93220244
1959 655 961179547
655 3583 935206959
3583 3140 228025750
3140 3550 777927024
3550 4823 354543466
4823 4658 560949372
4658 4277 458684948
4277 1939 393410624
1939 4814 198629845
4814 5523 972350840
5523 1045 409029195
1045 2413 284817859
2413 3143 664963569
3143 3591 259908887
3591 751 196748867
751 5662 222212717
5662 148 792389703
148 590 162289291
590 2244 601004737
2244 2048 886281998
2048 3842 104072352
3842 2214 970182180
2214 1546 17170014
1546 4040 705154792
4040 2194 973564104
2194 369 435589396
369 5135 73621808
5135 4892 12570361
4892 3066 220178845
3066 2334 86578519
2334 1309 105790606
1309 3830 33874746
3830 4410 21785477
4410 1155 186332710
1155 1982 811801770
1982 3815 228845298
3815 1808 747282083
1808 5559 123003072
5559 4245 622255922
4245 521 945911928
521 2098 947870266
2098 709 883801471
709 5697 83246140
5697 4095 612833834
4095 2230 143710358
2230 1269 279995007
1269 267 835046551
267 1901 788616415
1901 3691 442284299
3691 5733 288567641
5733 4016 527414766
4016 490 546356651
490 5127 111266175
5127 5688 544584780
5688 3240 104027797
3240 2667 84830278
2667 4344 980174176
4344 232 30165959
232 3690 97400639
3690 2374 52869375
2374 779 116744478
779 1719 55707599
1719 5551 86744121
5551 1963 991046311
1963 1486 94556664
1486 3491 751062245
3491 515 72407962
515 1817 694355101
1817 2450 726581671
2450 2639 694663884
2639 1776 492783382
1776 163 674451936
163 3843 430981708
3843 2560 576029522
2560 3791 139802123
3791 3278 427208420
3278 817 708540883
817 4526 827365028
4526 4747 68341188
4747 5164 3341535
5164 4505 115932669
4505 5398 595755955
5398 2832 549698187
2832 1260 227198844
1260 656 140340734
656 2436 506242338
2436 5469 164545476
5469 3248 973031265
3248 3054 536408297
3054 5254 114462469
5254 489 25900639
489 3757 505669130
3757 70 22686423
70 4065 965161115
4065 634 496715440
634 1887 117243087
1887 4803 568739713
4803 2060 569123402
2060 321 664114542
321 4901 147837738
4901 705 116303639
705 2604 156897923
2604 4126 822289674
4126 3286 547285347
3286 1660 585443799
1660 4626 814608152
4626 4217 974493768
4217 1071 293984681
1071 2427 641973179
2427 2381 42834955
2381 3871 297326217
3871 1414 610422202
1414 2400 491107264
2400 3443 699540758
3443 5214 837621046
5214 2090 631447999
2090 623 205783095
623 322 854682876
322 4435 456995617
4435 5391 594707746
5391 4134 969145346
4134 1737 335412610
1737 4399 100376875
4399 1492 844348123
1492 3392 153090078
3392 2871 449608669
2871 3671 814107564
3671 2080 721829791
2080 3333 18732070
3333 5030 478222105
5030 916 869667529
916 1119 987552064
1119 192 487636382
192 3516 544473557
3516 3328 387353765
3328 2920 73080180
2920 4291 211598062
4291 30 214363886
30 3881 219581215
3881 4687 853571241
4687 2182 109715195
2182 4837 516907432
4837 3939 316509797
3939 4701 600822460
4701 902 68964543
902 2368 6647196
2368 1034 84786812
1034 831 274747638
831 3794 861330073
3794 1104 541782429
1104 1101 869455385
1101 4772 682991772
4772 5627 877195039
5627 4624 822348614
4624 1160 527339894
1160 2384 30285116
2384 1203 271957283
1203 4693 193963811
4693 5324 604631261
5324 73 143205707
73 3826 672185916
3826 2929 326815144
2929 4416 130757771
4416 1279 12338651
1279 5150 871288701
5150 5719 370627890
5719 1426 85418831
1426 914 82886762
914 1365 584991776
1365 187 305000046
187 4544 788974357
4544 5481 694706971
5481 1337 674423833
1337 2372 105484153
2372 5036 295529430
5036 2755 743388376
2755 2636 112131350
2636 2281 380316242
2281 1706 18136014
1706 2575 825977777
2575 2032 922098671
2032 5491 740107753
5491 2517 508969548
2517 3922 651810063
3922 4625 414972720
4625 3710 888825796
3710 1834 682095179
1834 52 686930003
52 5528 82789606
5528 2849 139242794
2849 4642 682652065
4642 1498 607491876
1498 4465 466057938
4465 132 665926190
132 988 619830527
988 4716 189862992
4716 5330 36554079
5330 5462 705249358
5462 4474 125266108
4474 101 621545855
101 5134 862765758
5134 2467 914240465
2467 1944 168769179
1944 1001 537189590
1001 3795 872240973
3795 3969 464298610
3969 3477 133094320
3477 5122 836888677
5122 3160 697131206
3160 2525 3746688
2525 1327 515382807
1327 3509 471746231
3509 4563 743854441
4563 4854 24352354
4854 3385 123556293
3385 1936 11343514
1936 277 765694504
277 3214 658167827
3214 2278 698273518
2278 2238 848484110
2238 2399 797410621
2399 2914 233441936
2914 3069 308492339
3069 1272 263468558
1272 4662 899368126
4662 973 928322866
973 3255 453331550
3255 1221 935922205
1221 4222 486088577
4222 1858 578597658
1858 2627 409984413
2627 5556 348854334
5556 1998 345354476
1998 1772 578753592
1772 2123 738560279
2123 5056 70111802
5056 5180 895568556
5180 2320 871654599
2320 4875 759516833
4875 3334 592699762
3334 1920 875401287
1920 1132 274899639
1132 4492 64445992
4492 5178 471772081
5178 5019 151768347
5019 2082 40518639
2082 1931 483115595
1931 3731 917462851
3731 5636 698686466
5636 1219 33905466
1219 876 618463314
876 1558 348613440
1558 2804 267347402
2804 4270 926955653
4270 3511 612081998
3511 394 166715527
394 3853 707794872
3853 627 917929902
627 3465 955154086
3465 814 193883448
814 5227 349043913
5227 1262 217654852
1262 3852 395254137
3852 1830 694398390
1830 2873 796408445
2873 5331 133814415
5331 4391 617026546
4391 4971 544493354
4971 5513 5469013
5513 1083 376543379
1083 3696 137193115
3696 453 733386654
453 4207 503959372
4207 4310 54155461
4310 3114 205158734
3114 2 655727720
2 335 947190456
335 4698 688274329
4698 2551 425706924
2551 4986 498393275
4986 3536 722179796
3536 994 896686593
994 4894 847006716
4894 3995 989527198
3995 2829 676158599
2829 5484 311605067
5484 4812 8759079
4812 5610 383953471
5610 2303 229534969
2303 3377 963913165
3377 2066 430353273
2066 1566 578578882
1566 2408 34084371
2408 908 825607410
908 4664 125493625
4664 3973 830492816
3973 4946 959421825
4946 3021 742520172
3021 5754 227502523
5754 1264 817407192
1264 867 971579905
867 978 217211993
978 4867 403310199
4867 2880 475539276
2880 3130 123883808
3130 597 608468933
597 4453 983783350
4453 5395 71074263
5395 2463 149259616
2463 506 262006628
506 4791 569467539
4791 5554 723955766
5554 1845 158693220
1845 3400 268990608
3400 1227 565999317
1227 2262 834851819
2262 275 580595675
275 3661 574758396
3661 3666 71321643
3666 4216 810130644
4216 4308 391187915
4308 1390 501674917
1390 2348 241225880
2348 5076 425272286
5076 3505 179798680
3505 5630 219235859
5630 2598 108281455
2598 679 139220505
679 4622 961756031
4622 3554 335783978
3554 2698 809144051
2698 2791 785852289
2791 1698 552995971
1698 3569 64970604
3569 4119 113907919
4119 1829 676879780
1829 3253 673439537
3253 5308 97691268
5308 91 600470397
91 4099 675215507
4099 39 359697896
39 5437 22454289
5437 1168 399171272
1168 531 370907470
531 1544 291444897
1544 2359 965170590
2359 5287 58275643
5287 2656 872040573
2656 3680 392445339
3680 5282 129597286
5282 2581 534687570
2581 4527 636149608
4527 4900 483788557
4900 1394 775913450
1394 4202 61421893
4202 862 663587238
862 285 995149310
285 1388 22219702
1388 5622 655324097
5622 3174 809421694
3174 122 210520035
122 3189 316984501
3189 4846 447790337
4846 2955 763516006
2955 550 381955105
550 1141 561698256
1141 743 292912139
743 5221 55394642
5221 5092 659389524
5092 2246 893382537
2246 1613 583126503
1613 1411 871603775
1411 3206 915836826
3206 4861 982297776
4861 4097 242511244
4097 1735 59798077
1735 5348 799984719
5348 500 300786887
500 2419 931838650
2419 4106 44946411
4106 4298 282900528
4298 1554 466526219
1554 2120 681096020
2120 3247 766689085
3247 3998 94956023
3998 4703 595034267
4703 2757 430276322
2757 3917 942621687
3917 3064 469770324
3064 3813 85600418
3813 4842 604559734
4842 617 680290359
617 2861 255101274
2861 4652 52350070
4652 3504 296322718
3504 5561 637056379
5561 4983 614048326
4983 1469 589234858
1469 2511 544967375
2511 4886 125954204
4886 4524 335133748
4524 198 128093878
198 5407 997557979
5407 1291 103486927
1291 3638 962908008
3638 1090 92585576
1090 2872 163285004
2872 5079 615409080
5079 5745 245888818
5745 2027 95123653
2027 299 660355491
299 5704 528789346
5704 2096 414166227
2096 3099 193967864
3099 4999 295478430
4999 4648 361638604
4648 1340 641518486
1340 2466 578271107
2466 706 304260290
706 4920 111288809
4920 212 516387879
212 5310 908820024
5310 5097 791579168
5097 185 771489153
185 2732 813686449
2732 2876 87901885
2876 3609 408545532
3609 161 280251128
161 1600 529653097
1600 888 953512907
888 1886 406205332
1886 3218 717303199
3218 5598 934123139
5598 379 256279664
379 555 820790127
555 5094 897031146
5094 4871 201381595
4871 2456 836591485
2456 2519 364956579
2519 2168 447270413
2168 2760 784231493
2760 3084 25312070
3084 5065 976059759
5065 1157 50914073
1157 2595 71796288
2595 1053 124054542
1053 5077 412552677
5077 158 713314774
158 5750 702325649
5750 5592 716812967
5592 5751 677119937
5751 2204 218713528
2204 274 478149344
274 5431 321215458
5431 5446 990202681
5446 2621 144352146
2621 190 261633698
190 1137 251264566
1137 5457 424603275
5457 203 791286795
203 683 57293827
683 2492 830808607
2492 4233 361106348
4233 3855 991416966
3855 2555 939604626
2555 5626 34412828
5626 3598 740964466
3598 5503 140986220
5503 5151 871004313
5151 1604 105921044
1604 5414 588256633
5414 2426 655235805
2426 1459 983749469
1459 1328 416832745
1328 1270 706149878
1270 5682 908062112
5682 4355 540887287
4355 370 118702554
370 1144 473893239
1144 5155 243212936
5155 5266 688031875
5266 5518 151013176
5518 928 314442818
928 4454 18697573
4454 4373 472228634
4373 5340 157161852
5340 4883 163049719
4883 5415 733862332
5415 5438 408426419
5438 2389 587652994
2389 1183 377665481
1183 3013 318236600
3013 5589 270977955
5589 82 738771829
82 3557 162169919
3557 1576 63098934
1576 1950 773184657
1950 3642 903134385
3642 1231 204085154
1231 3337 496705323
3337 2307 861571784
2307 4941 644858141
4941 2318 4457482
2318 2544 697837606
2544 5699 61690885
5699 2736 710607360
2736 2487 458416071
2487 5100 602578172
5100 5777 681826269
5777 2451 932309311
2451 1587 698307462
1587 3187 222374497
3187 5384 83322486
5384 37 12750279
37 1505 93588424
1505 2626 408067474
2626 2054 169912132
2054 167 256638144
167 2776 994446161
2776 3628 430854905
3628 3319 696807492
3319 5106 224627995
5106 4732 749091505
4732 3515 967785447
3515 2973 963399824
2973 5604 911261424
5604 2999 30884380
2999 1825 589100834
1825 4475 666912163
4475 1432 87485888
1432 349 85806156
349 3561 381000300
3561 41 732344029
41 4638 90263638
4638 1230 78837905
1230 3652 646551268
3652 2681 653387353
2681 1419 389770331
1419 4084 101645794
4084 2154 187729975
2154 2514 322079641
2514 575 799953256
575 1740 262620826
1740 1464 257918481
1464 740 812703536
740 296 356209251
296 3113 518502309
3113 4317 835132022
4317 4381 612847395
4381 1124 512948469
1124 4284 265986926
4284 149 162171240
149 5440 737576464
5440 5531 15078430
5531 4429 129956687
4429 1014 553492641
1014 1075 778856208
1075 1549 13357421
1549 1844 995109829
1844 3600 445768370
3600 5307 953359665
5307 3397 933432340
3397 4468 826768670
4468 4143 538220047
4143 4299 876212332
4299 3951 758122930
3951 150 184771315
150 456 382116038
456 1422 409614
1422 364 286417109
364 2140 569846013
2140 649 322489255
649 780 86370364
780 1917 832466840
1917 123 432924090
123 5572 751590254
5572 351 41192444
351 2963 951426399
2963 5006 439238629
5006 2493 654039839
2493 2059 316891222
2059 2759 705225555
2759 162 816211079
162 4198 54467685
4198 796 572820339
796 371 798684120
371 554 460476681
554 2205 204192901
2205 4081 664557896
4081 3630 308102863
3630 785 649961271
785 3453 470433914
3453 3047 241535202
3047 1159 329246295
1159 3682 8653960
3682 2498 117747534
2498 3078 939885579
3078 2254 45941629
2254 4090 352379926
4090 4906 940295193
4906 2360 332358738
2360 4673 922225940
4673 4641 115300801
4641 129 271245457
129 1513 607209133
1513 645 548224891
645 524 875352065
524 4936 648401577
4936 2884 499651289
2884 1363 314590694
1363 2953 154957769
2953 5689 816542511
5689 4160 872332603
4160 1208 823685202
1208 5187 723526551
5187 3035 297669296
3035 1728 474885676
1728 4919 36519585
4919 2365 501862197
2365 3029 139443571
3029 1878 344622448
1878 4987 4339821
4987 1913 462393839
1913 2121 438674005
2121 4645 333586116
4645 3346 471047799
3346 3986 408937893
3986 2985 125988048
2985 13 516989429
13 845 761317819
845 624 66283240
624 4914 701864521
4914 1813 536060112
1813 5132 181584041
5132 4316 973109978
4316 2537 143269244
2537 3325 729808932
3325 2064 700978397
2064 2753 644187175
2753 1023 81976575
1023 5654 15569090
5654 4401 651661298
4401 276 751035440
276 708 740418047
708 3719 475346500
3719 5358 327078344
5358 2611 38087342
2611 906 950232176
906 2730 363597929
2730 1005 539949539
1005 734 942192101
734 1466 560736732
1466 4463 544289361
4463 2414 257102293
2414 787 999410737
787 553 730391831
553 5284 728150092
5284 5460 408348629
5460 447 856379880
447 4123 97655874
4123 5471 22182801
5471 1301 922663120
1301 1930 799520396
1930 2778 558242914
2778 1877 956763516
1877 427 625146727
427 5781 554028512
5781 5189 539088801
5189 1367 178641477
1367 1360 50732041
1360 3935 621065376
3935 2663 46726921
2663 3751 702393339
3751 3348 224617170
3348 5396 787144969
5396 1317 30256192
1317 4596 551695514
4596 24 825232311
24 1967 980488368
1967 5388 915293444
5388 1816 217698204
1816 5005 775196822
5005 97 328546529
97 1538 614503919
1538 284 32299114
284 4637 327957265
4637 5640 344895749
5640 3080 612965561
3080 4477 588822248
4477 5103 53791982
5103 5211 563137789
5211 4392 611005049
4392 2941 976455103
2941 5675 215174538
5675 5088 169247962
5088 2125 785734972
2125 3492 840321266
3492 3467 723276475
3467 4297 324823772
4297 3438 18962742
3438 1553 774008516
1553 4219 798405503
4219 2013 65689664
2013 4933 328918208
4933 2909 23022672
2909 1911 705350987
1911 4998 359174401
4998 1194 574718186
1194 5611 383099651
5611 2788 192179122
2788 4884 342527983
4884 5600 600797855
5600 5022 967375945
5022 2373 671074512
2373 4672 67818127
4672 311 852191413
311 2844 851548131
2844 4981 412713877
4981 4559 317673327
4559 4617 440370378
4617 4706 466505859
4706 4133 880811117
4133 4482 51375427
4482 3956 295477315
3956 756 95985654
756 380 73139743
380 999 81212286
999 4367 788823274
4367 2437 648932572
2437 5447 258552413
5447 5680 660302371
5680 1169 275457441
1169 3965 56957915
3965 5573 578508389
5573 2543 604375650
2543 283 932496942
283 1722 136375729
1722 2739 963550051
2739 236 359731481
236 3556 519475380
3556 4724 155729172
4724 4796 702259465
4796 5248 120273235
5248 3361 975621471
3361 4700 225850330
4700 5145 40607716
5145 881 680329238
881 4288 77398461
4288 2597 453321593
2597 3027 998002565
3027 5078 370285193
5078 1815 772343807
1815 4129 731330035
4129 3098 274176974
3098 168 67821121
168 4531 679832044
4531 4271 199833072
4271 3166 1549762
3166 4183 321171671
4183 3479 848765644
3479 3729 112618529
3729 1201 833990396
1201 4261 124223085
4261 4713 22092798
4713 571 265015138
571 5067 728598735
5067 925 954589740
925 5011 401390867
5011 4006 544665139
4006 4421 166837574
4421 3402 920866248
3402 3108 700394311
3108 2233 869097039
2233 1951 893655837
1951 1046 528532136
1046 3267 947463724
3267 3379 934263553
3379 2786 208861373
