10
8665 8664
8131 869 570717246
869 4141 327647429
4141 3499 790409913
3499 6674 10228690
6674 407 398700005
407 6327 168493022
6327 7815 554770600
7815 5836 509750101
5836 6490 503993792
6490 8300 355649910
8300 5665 823312685
5665 3414 32042890
3414 6529 874351333
6529 6414 786677409
6414 859 853139557
859 2231 648050400
2231 7260 710820594
7260 4500 19370042
4500 1620 756541567
1620 7736 827065589
7736 5633 637519020
5633 7969 745341304
7969 7981 7255312
7981 588 355858560
588 2115 520329533
2115 3554 944950301
3554 3907 600871140
3907 4705 520247974
4705 6369 604590417
6369 932 221304087
932 1646 117470916
1646 5990 27824017
5990 6069 548951516
6069 8560 907880830
8560 1725 38052707
1725 4907 947651521
4907 5809 928890206
5809 7364 445339661
7364 3602 309917975
3602 7282 285400351
7282 7904 800989571
7904 3605 133230659
3605 2134 169959595
2134 8487 527857258
8487 1334 772424422
1334 6396 23099152
6396 2603 28424011
2603 5282 483245016
5282 7152 894985549
7152 4702 784965578
4702 7966 162826958
7966 5350 532504568
5350 1288 382823235
1288 3429 22598625
3429 63 888363128
63 6695 903152769
6695 3712 967548926
3712 1212 341750621
1212 3200 275917096
3200 6928 424655697
6928 4024 563054708
4024 4374 393388013
4374 4355 452479714
4355 1348 112006223
1348 6921 153785196
6921 7779 343048775
7779 2417 912174098
2417 8511 82675401
8511 8118 788388437
8118 1537 74608426
1537 710 220592106
710 7339 441894361
7339 449 60355439
449 3582 390551702
3582 3855 822267973
3855 6647 832779862
6647 5205 413650854
5205 7608 850691984
7608 4697 168541231
4697 2352 161152756
2352 8455 635657561
8455 3010 331368189
3010 6864 693657324
6864 5754 18480796
5754 2976 353966814
2976 448 434536805
448 1031 774149919
1031 3727 174032094
3727 8603 776287427
8603 823 902583369
823 3003 598687791
3003 7590 191858488
7590 5727 148487735
5727 1766 51167504
1766 1501 156381066
1501 4696 302272931
4696 4352 394216279
4352 5345 68555163
5345 3296 237464686
3296 6704 35121069
6704 4510 995679945
4510 6797 458056793
6797 4600 329531785
4600 2308 56035383
2308 7447 848608495
7447 5770 151799757
5770 4339 741331599
4339 4117 114775702
4117 1196 2491741
1196 879 762389184
879 8628 275928458
8628 166 490665656
166 2375 93757373
2375 4749 822102136
4749 1852 361662806
1852 7580 300240541
7580 7504 109155294
7504 2262 988329079
2262 6013 474272635
6013 2632 885442721
2632 706 890912448
706 8390 72960425
8390 8096 77301209
8096 7960 39400182
7960 2454 976644284
2454 86 86198629
86 5865 194189468
5865 7214 223376917
7214 5586 7270146
5586 6343 284170508
6343 2259 258497986
2259 4452 2950090
4452 4068 742227301
4068 4261 588029771
4261 752 911501829
752 6393 443352149
6393 5424 592345883
5424 3171 505349781
3171 422 410644205
422 4970 447353978
4970 4601 267738965
4601 7996 686572663
7996 4964 938019634
4964 4103 214012692
4103 8162 361191152
8162 4039 152198794
4039 7116 366769587
7116 2471 470346447
2471 3824 140527872
3824 778 841042223
778 791 208305521
791 7682 883956674
7682 3728 766519002
3728 3106 138123084
3106 5402 775873211
5402 3426 595679640
3426 3095 224321713
3095 5556 822579033
5556 8241 819056557
8241 453 231591860
453 3274 106749540
3274 5173 77554542
5173 1123 234541950
1123 6926 701493196
6926 627 518100668
627 8437 146043778
8437 2889 144845344
2889 3184 110446550
3184 7674 503909914
7674 2615 408005904
2615 7233 410316882
7233 6504 771648879
6504 5261 94578566
5261 8079 200852869
8079 5158 838177925
5158 1776 308286073
1776 5717 353051663
5717 4161 204947511
4161 8036 778632520
8036 1270 346095890
1270 6198 898506088
6198 1860 986938041
1860 832 82568917
832 3799 517541444
3799 3138 125061125
3138 6740 710958482
6740 7925 113221083
7925 8500 349382838
8500 8498 533537514
8498 7046 932277640
7046 6434 580974698
6434 4978 492803409
4978 5775 862348536
5775 8647 668033003
8647 6822 194296604
6822 8106 232965557
8106 6148 666593135
6148 7910 191658302
7910 4833 195928461
4833 5156 170503048
5156 1607 599664206
1607 4186 606245343
4186 3856 794668281
3856 3900 546759127
3900 1438 807098213
1438 2257 632846205
2257 2431 855045200
2431 6763 12666229
6763 6441 690310071
6441 7035 486194073
7035 2379 211278473
2379 5786 588816158
5786 1052 473132113
1052 4000 293847391
4000 6717 106357601
6717 121 450709592
121 2055 4805872
2055 7936 72095038
7936 8145 800092431
8145 3858 390859741
3858 4797 856889032
4797 6898 233583482
6898 3960 883663150
3960 1494 571753922
1494 8274 901616485
8274 6586 930476108
6586 7611 804719479
7611 1781 420725974
1781 4837 122134409
4837 1542 853164295
1542 1437 591229022
1437 7484 574314970
7484 493 311925991
493 5410 238413657
5410 3550 973590451
3550 5536 119024203
5536 5903 871259862
5903 1724 681152004
1724 241 984206788
241 901 414086286
901 1870 167346076
1870 2423 195485260
2423 7456 2902444
7456 3578 492994543
3578 1312 341849005
1312 621 961776400
621 5235 943704136
5235 6644 199171232
6644 6583 886387793
6583 599 596312920
599 1731 590030973
1731 6158 743276824
6158 6050 829896402
6050 1165 326210476
1165 4204 167547099
4204 4977 584029241
4977 8497 109202937
8497 2477 972266579
2477 6333 4755214
6333 1803 83853700
1803 6481 677947227
6481 2069 448500590
2069 2473 658168670
2473 7922 989873218
7922 7336 686914247
7336 4396 484275474
4396 1490 961413776
1490 3100 410690463
3100 5406 165427477
5406 3058 945620563
3058 1160 824776749
1160 337 185289907
337 2826 993622177
2826 5952 680195547
5952 4564 678284451
4564 3965 335471182
3965 2607 494488301
2607 5619 621988586
5619 4105 534642414
4105 6818 233392447
6818 983 70817859
983 7627 977189741
7627 6437 976669271
6437 7603 900714261
7603 6669 155916570
6669 7472 144216370
7472 5902 337259855
5902 1284 265119507
1284 3051 968999303
3051 552 194531423
552 578 348973207
578 8416 499462883
8416 3241 495548368
3241 3760 7141877
3760 1925 489336100
1925 249 34978968
249 2185 343933705
2185 5824 303266229
5824 4932 445669431
4932 2195 509361183
2195 8517 101403145
8517 2331 122962534
2331 3489 694651090
3489 4569 95025322
4569 1904 655674435
1904 5085 225451894
5085 7437 283012858
7437 4916 2679089
4916 1144 847440480
1144 134 817655272
134 3370 236071536
3370 8032 918258339
8032 4775 647361366
4775 4199 65257161
4199 1927 671488954
1927 1818 803277936
1818 1512 61989885
1512 3451 861265163
3451 6454 68397442
6454 7452 30989187
7452 5320 55796586
5320 3455 417370649
3455 2595 382968424
2595 2066 403861308
2066 2621 277028880
2621 3461 872304524
3461 3331 438840276
3331 1191 620962586
1191 6555 28087107
6555 744 884509708
744 545 982840123
545 5330 129490252
5330 1333 859988596
1333 3099 530007566
3099 7544 224515574
7544 3739 515663030
3739 1717 755459461
1717 3087 507528432
3087 4782 518342120
4782 6331 455416294
6331 6940 177700057
6940 364 754413656
364 4718 226190987
4718 6814 825061423
6814 2164 819670817
2164 551 897679941
551 3873 480855712
3873 6911 881660702
6911 4114 611461457
4114 1020 549253154
1020 2539 765166243
2539 7038 519774397
7038 906 819140158
906 7623 651020
7623 8533 923635705
8533 1269 96169037
1269 113 872955545
113 7831 362475981
7831 4078 569647977
4078 4477 901042652
4477 5773 99502042
5773 3497 405004453
3497 412 30532903
412 8546 959490638
8546 3782 935012020
3782 1023 107564832
1023 5423 327670021
5423 2144 690471480
2144 3152 467609618
3152 319 698528495
319 2295 145887773
2295 7616 645309676
7616 2751 305458505
2751 6580 224595114
6580 6771 322887452
6771 3646 125129321
3646 3591 122275054
3591 5698 803743165
5698 7443 859306378
7443 5045 586252866
5045 3747 205512672
3747 7697 476988974
7697 7032 106027262
7032 2057 24652829
2057 370 477639995
370 7333 29662967
7333 3790 973338222
3790 5030 203111893
5030 1757 244655302
1757 4235 395502552
4235 2449 956670899
2449 1786 196673698
1786 3039 800507006
3039 4872 839720156
4872 2362 8680689
2362 5207 588035379
5207 7800 947284988
7800 1206 336350710
1206 1961 131023212
1961 2264 267410960
2264 7968 34879205
7968 105 129427339
105 4763 912720636
4763 952 192854064
952 1229 354022454
1229 4288 88124441
4288 7163 170499739
7163 7127 328813862
7127 1174 744383960
1174 7448 29806116
7448 538 915066728
538 2908 949896633
2908 371 359311445
371 5803 21093990
5803 2268 827065816
2268 3937 689467794
3937 6024 903273312
6024 7652 652920391
7652 6310 892579687
6310 2996 444967
2996 6357 900939298
6357 6568 701766939
6568 3792 197118665
3792 8139 553962657
8139 2637 541487094
2637 4699 205799354
4699 3463 141998035
3463 4528 341288436
4528 5064 394666418
5064 2326 273021247
2326 7797 608699396
7797 2293 282061977
2293 1901 402448586
1901 8440 373936385
8440 7937 474916041
7937 5572 756471040
5572 7832 314577180
7832 7988 645415781
7988 2452 85284902
2452 2483 58961140
2483 3292 527738251
3292 6046 852867984
6046 703 861374127
703 948 887049696
948 3989 726478328
3989 3882 540956296
3882 5457 429033843
5457 2026 482267993
2026 336 46393041
336 1253 174129883
1253 3362 482712960
3362 1205 947332339
1205 2657 875896822
2657 4950 532347979
4950 2032 501294995
2032 1704 269900270
1704 313 738147333
313 7667 495809384
7667 2851 611188706
2851 7979 132813751
7979 5484 768830631
5484 4037 72404455
4037 3735 267392082
3735 3015 23795570
3015 6544 298857194
6544 4788 742308124
4788 2493 632782965
2493 5305 613434374
5305 3654 387723904
3654 5351 570584221
5351 1600 672395514
1600 509 915462155
509 6187 423452204
6187 1980 386285994
1980 794 655028205
794 5288 2446886
5288 1373 927242291
1373 1059 84062047
1059 419 484714879
419 5239 973635332
5239 2699 110708285
2699 2933 967427840
2933 516 920967670
516 3405 986605107
3405 2278 352292172
2278 7661 274779018
7661 2143 256505376
2143 4063 90439505
4063 6827 770588402
6827 2296 720210436
2296 2046 75769610
2046 5783 391935386
5783 776 792614891
776 8124 195678046
8124 2634 268247310
2634 7899 91472084
7899 6728 937986170
6728 2482 901030275
2482 6270 557422813
6270 540 178226427
540 2592 471614495
2592 4743 82334680
4743 1266 93688582
1266 1794 747583054
1794 3777 468620675
3777 8458 601233141
8458 2988 750029940
2988 7419 395862965
7419 7422 537811542
7422 2522 234744818
2522 4551 222014650
4551 5353 648519827
5353 4682 54689011
4682 871 142982319
871 85 487641288
85 4539 406981184
4539 6245 270277691
6245 2764 744146664
2764 3468 349937043
3468 7168 893382447
7168 6100 316873454
6100 6102 278223007
6102 7338 137834186
7338 6943 109488344
6943 7876 473901053
7876 602 406081496
602 3484 53476783
3484 4777 264403577
4777 3132 307111771
3132 8179 463415950
8179 4 442630004
4 8244 631242620
8244 765 545750630
765 675 388834940
675 2666 378825673
2666 5121 14371304
5121 3254 990068081
3254 8062 128855612
8062 2788 262750623
2788 4955 380395977
4955 8488 216116785
8488 4370 484765273
4370 3865 881432158
3865 8137 123322150
8137 3465 480263946
3465 2267 369073445
2267 6657 530303334
6657 1551 750541637
1551 7391 965736464
7391 2445 732756731
2445 6693 496440437
6693 3219 282609917
3219 3205 10979737
3205 930 634274623
930 5627 244614615
5627 5826 337397145
5826 431 40356119
431 6251 150607752
6251 3165 601800722
3165 4677 199984244
4677 6970 614023702
6970 2793 44430725
2793 2330 831226864
2330 8404 12290686
8404 1278 285782020
1278 2935 62568891
2935 7415 26661990
7415 7020 128366454
7020 625 43940857
625 1141 289412614
1141 1005 508762431
1005 8326 260057642
8326 8482 774177887
8482 5641 242710943
5641 5829 383379793
5829 6389 106958187
6389 838 611784388
838 1964 766199481
1964 4798 857499824
4798 1007 430037205
1007 89 498956212
89 3227 206456615
3227 2564 712647122
2564 2042 362452303
2042 1943 840731238
1943 8491 809778092
8491 6129 552365802
6129 2770 881087357
2770 5028 960385844
5028 3456 6682877
3456 892 81071600
892 5010 426925900
5010 2228 51113603
2228 8465 764814819
8465 7727 439216586
7727 6428 189411977
6428 3172 827383710
3172 8290 318394930
8290 500 317778431
500 2136 871324567
2136 2761 607807544
2761 1393 826540863
1393 4622 131382209
4622 1323 234501785
1323 1959 69251805
1959 1573 367278356
1573 5473 341459972
5473 3616 533552547
3616 6149 133477836
6149 102 51476149
102 2807 963589753
2807 8087 484950402
8087 613 257932764
613 8000 528753228
8000 7878 699919060
7878 2288 98664002
2288 4177 191047673
4177 7827 252284861
7827 261 832267713
261 7930 3949871
7930 4610 258967739
4610 6122 765855668
6122 6659 430875771
6659 391 162597696
391 6064 383186840
6064 8088 722608711
8088 1122 352009673
1122 358 210570549
358 5215 41003640
5215 4930 669788104
4930 6904 81895115
6904 2004 501327539
2004 6452 348845320
6452 359 65793678
359 4498 735829324
4498 1756 270613479
1756 5418 285588388
5418 1632 929805650
1632 1321 656682381
1321 2749 271582579
2749 8298 981281799
8298 4197 472788487
4197 2407 609049335
2407 4450 91730917
4450 6738 1541714
6738 5022 308968394
5022 3459 42911273
3459 1236 45105742
1236 6498 413769610
6498 6742 727695340
6742 1742 49055613
1742 4065 672737349
4065 4710 346067361
4710 4661 479931384
4661 285 687851399
285 972 729254201
972 8376 55056448
8376 4336 39861071
4336 3084 939824750
3084 8188 96060088
8188 2201 562165529
2201 26 874236220
26 3402 597387627
3402 4741 763527204
4741 1510 792546252
1510 7901 185733304
7901 1743 34140682
1743 7195 930650995
7195 3885 115538953
3885 5044 543339417
5044 5355 54749927
5355 5172 949337107
5172 7158 16127903
7158 3939 663799262
3939 1684 893584378
1684 5245 870185973
5245 5069 972767657
5069 6193 936495651
6193 5250 915291715
5250 7110 239053620
7110 3806 516707344
3806 4910 964347328
4910 8128 911790969
8128 7986 862774706
7986 7040 296795065
7040 5403 452158721
5403 1201 592028906
1201 2768 351851513
2768 8477 344536146
8477 7016 384370010
7016 29 447911601
29 4346 906701675
4346 5053 111122583
5053 3557 897815583
3557 1674 522745232
1674 5886 756185189
5886 2896 83548886
2896 5131 409402269
5131 4571 686836183
4571 154 51604194
154 3601 952741686
3601 5033 741586110
5033 6877 853457655
6877 5516 968869590
5516 6315 257901726
6315 5515 599558386
5515 696 691571916
696 3502 83185736
3502 265 388570390
265 6828 606863630
6828 7407 322239356
7407 486 905277734
486 8394 423727311
8394 3542 86546678
3542 2446 768052439
2446 1394 720522376
1394 943 538705399
943 6662 212597699
6662 6215 72373888
6215 1233 883241545
1233 518 449484063
518 3111 372801843
3111 5503 642459573
5503 1319 560606646
1319 4984 270617425
4984 1498 165204805
1498 5792 169308188
5792 3881 206682666
3881 7788 574607074
7788 2726 856144372
2726 7122 110803214
7122 585 379865113
585 670 450246835
670 199 816777223
199 7970 201251056
7970 1450 708148561
1450 8308 416335608
8308 4640 892822972
4640 7834 791334297
7834 762 804905998
762 5839 352202955
5839 2620 113573652
2620 3604 562700085
3604 1853 775930266
1853 6111 52636684
6111 5241 183268878
5241 7102 496452641
7102 5041 591342083
5041 2678 395866577
2678 2474 421342883
2474 306 474583627
306 7356 845350640
7356 3613 794144727
3613 697 117043200
697 1064 258473639
1064 7414 64762151
7414 2019 134764359
2019 4515 427781827
4515 3235 123961171
3235 4547 561887787
4547 3820 136442552
3820 4649 87280739
4649 4783 941752900
4783 4625 439205742
4625 6912 904057962
6912 2688 143003956
2688 5935 147354302
5935 1562 172909923
1562 3680 35826927
3680 3089 791204954
3089 4851 977815921
4851 5879 240546237
5879 2184 757294960
2184 1615 393032360
1615 8654 16476502
8654 3688 809931645
3688 7222 576301238
7222 4618 365445498
4618 1454 253790081
1454 3033 972167815
3033 6783 786788381
6783 3635 728373709
3635 5244 670034808
5244 6593 580933107
6593 4942 697933263
4942 5758 781024801
5758 1058 498211613
1058 3263 685213976
3263 7944 61322981
7944 5805 474689138
5805 886 247101762
886 6135 197765534
6135 2541 561969878
2541 7763 41371015
7763 4262 636971276
4262 1884 466027839
1884 4072 184374971
4072 7201 636841932
7201 4616 638937763
4616 2597 72718253
2597 2966 280563239
2966 4109 469270037
4109 4572 313264490
4572 1367 890374554
1367 5893 862302397
5893 8176 182257346
8176 5548 552822552
5548 1014 291119988
1014 5649 547702844
5649 735 806612633
735 3749 115804156
3749 1085 334491225
1085 1070 387502695
1070 1924 785838964
1924 3919 767940686
3919 3217 85435957
3217 5774 419380118
5774 5337 118668652
5337 8545 623166287
8545 713 480703100
713 7411 593357791
7411 1676 870268049
1676 8279 678468634
8279 7798 155327668
7798 4981 911639065
4981 1513 167956263
1513 74 473871861
74 1434 948530390
1434 1090 657314549
1090 5225 112809623
5225 8441 21248642
8441 8292 937877789
8292 3480 434596015
3480 4368 187029486
4368 4448 680768696
4448 5123 149414765
5123 6863 369286833
6863 365 233591247
365 7175 440534754
7175 8285 916989677
8285 4313 40203879
4313 2039 556338910
2039 2286 103997255
2286 1558 280222929
1558 7394 194694228
7394 4979 871937942
4979 6485 218175240
6485 2963 614074346
2963 7868 990606594
7868 7462 841341528
7462 2612 94777445
2612 1340 436480738
1340 857 564125930
857 7008 625762433
7008 3533 591808406
3533 8267 328281348
8267 6973 646235050
6973 353 65680267
353 5001 276811738
5001 7043 303549599
7043 534 31006244
534 511 150576734
511 2003 93943741
2003 3772 318118613
3772 1673 190122575
1673 1712 774712437
1712 6961 320049733
6961 1799 559409408
1799 7995 860820038
7995 2911 760584487
2911 1973 328915438
1973 2502 753540271
2502 891 169439750
891 2873 285429048
2873 7838 33763199
7838 1850 216650332
1850 5651 9883343
5651 3148 251938440
3148 2786 830724679
2786 4424 489936
4424 8073 93279967
8073 3638 778018478
3638 4406 289487029
4406 1131 509922251
1131 2528 256297265
2528 2018 881295435
2018 5103 838203600
5103 1722 902532315
1722 2700 799492056
2700 8448 115015337
8448 2056 58598267
2056 6114 683014655
6114 504 118108425
504 2530 5058362
2530 1560 853649622
1560 6137 308231000
6137 5630 779770799
5630 4277 173699354
4277 4925 720156762
4925 5812 493107190
5812 6831 786800195
6831 54 49072200
54 2086 246647461
2086 2391 956239946
2391 494 187017602
494 4598 132927014
4598 5308 25406631
5308 8078 196900945
8078 7905 384865454
7905 420 856131310
420 4112 49907235
4112 406 330661775
406 4721 486666142
4721 1461 339394264
1461 3700 840584027
3700 6786 595479761
6786 6106 73206053
6106 5297 531303980
5297 8578 350528429
8578 3413 872698109
3413 4337 498835671
4337 3647 409126697
3647 601 408229117
601 6043 616944096
6043 5904 414185059
5904 7625 114395093
7625 2009 777691451
2009 267 46472212
